0,1,2,Deg,Enh
0.001335705,0.28834677,0.014032678,0,0
4.43E-06,0.08149863,6.74E-06,0,0
0.007254115,0.9560358,6.15E-06,0,0
0.032372538,0.004357855,0.013273575,0,0
1.77E-06,0.001025589,0.7825419,0,0
7.82E-05,0.090605,0.37234238,0,0
0.000167747,0.001147539,0.03589698,0,0
2.23E-06,0.8825193,0.58237594,0,0
0.007633055,0.001014397,0.3416178,0,0
1.24E-05,0.00057556,0.73538095,0,0
1.21E-06,0.001956567,0.015561002,0,0
2.41E-05,0.10502441,0.009588069,0,0
0.008917463,0.01869932,0.68636787,0,0
1.69E-05,0.003293295,0.12488978,0,0
0.013328558,0.034676965,0.005726073,0,0
1.89E-06,0.000399231,0.098042525,0,0
1.94E-05,0.002322089,0.3495187,0,0
7.50E-10,3.45E-05,0.28623196,0,0
0.018474115,0.001668006,1.85E-07,0,0
0.019221062,0.123049885,0.061459664,0,0
3.99E-06,0.54985064,2.50E-07,0,0
5.38E-07,5.96E-05,0.020657565,0,0
0.004793461,0.059793733,0.004679112,0,0
1.15E-06,0.28259227,5.72E-07,0,0
6.36E-08,0.000226493,0.16590615,0,0
5.94E-06,0.000995234,0.1392427,0,0
3.93E-05,0.004082407,0.004902067,0,0
0.000480732,0.96725523,0.23460113,0,0
7.31E-06,0.48156112,8.72E-09,0,0
0.000582691,2.94E-05,0.039360486,0,0
0.000134492,0.006391693,0.018329771,0,0
0.000153372,9.67E-06,0.012539841,0,0
1.57E-05,0.000890114,0.000747638,0,0
0.001055191,0.005303416,0.01359829,0,0
9.92E-11,0.000120191,0.66443115,0,0
0.000374186,0.1365559,0.028718926,0,0
5.31E-09,5.84E-05,0.84110326,0,0
0.000289477,6.41E-05,0.025156427,0,0
0.17385873,0.1499901,0.09256198,0,0
0.00095089,0.03200767,2.74E-07,0,0
0.001040523,0.023252254,0.8244445,0,0
0.089544244,0.04694119,0.71839225,0,0
1.53E-05,0.019324955,0.13515757,0,0
0.000295775,0.031157479,0.0798441,0,0
0.008411211,0.007141294,0.40299034,0,0
5.36E-07,0.000599055,0.1207606,0,0
0.00014096,1.06E-05,0.017531646,0,0
0.000965464,0.77643037,1.37E-05,0,0
0.019342639,0.03908971,0.050628588,0,0
0.005660735,0.024641225,0.058940664,0,0
0.000322592,0.51808715,1.34E-06,0,0
0.09825312,0.002489581,0.018083017,0,0
0.033186387,0.7924927,0.1859931,0,0
0.017319342,0.010014025,0.53165513,0,0
0.26612708,0.08456074,0.13302365,0,0
0.5078126,0.281188,0.24161868,0,0
0.00143178,0.001185715,0.042320717,0,0
0.00197953,0.03932529,0.16656166,0,0
0.011036849,0.031236904,0.39487964,0,0
0.000316783,0.42821372,0.000261519,0,0
0.008393944,0.009220563,0.05032332,0,0
0.000301698,0.36335933,0.12474998,0,0
0.1381588,0.001005981,0.015445537,0,0
1.34E-05,1.73E-06,0.00760089,0,0
0.017312674,0.001122795,0.18084592,0,0
0.005751089,0.11306472,0.061018467,0,0
0.016774885,0.24740803,0.15633278,0,0
2.34E-08,1.60E-05,0.38196087,0,0
4.29E-07,0.001723944,0.8649153,0,0
0.046035912,0.02040362,0.4937433,0,0
0.00070563,0.6061486,0.000279297,0,0
0.22390844,0.002712902,0.05646003,0,0
0.043829177,0.000210738,0.004462244,0,0
0.001948503,0.000117975,0.84272975,0,0
0.001744371,6.16E-07,0.88729644,0,0
2.26E-05,0.5529241,3.47E-05,0,0
0.000729392,9.31E-05,0.012756569,0,0
0.15389474,0.000129464,0.22529551,0,0
0.008251576,0.25305822,0.001830618,0,0
0.002764819,0.06533733,0.018329218,0,0
1.31E-05,0.23296939,1.81E-06,0,0
0.019086912,0.002470454,0.01992783,0,0
0.00104931,0.010114063,0.022113217,0,0
0.001970682,0.047262006,2.95E-08,0,0
9.82E-06,3.97E-05,0.023495877,0,0
0.05528086,0.014028871,0.17325467,0,0
0.06589404,0.00149271,3.08E-07,0,0
3.31E-05,0.26828563,0.8610612,0,0
0.001876515,0.019888408,0.017699925,0,0
0.18371016,0.031604182,7.25E-06,0,0
0.120334715,0.011233359,0.09699659,0,0
0.002211828,0.5855185,0.18157595,0,0
0.002256447,0.15133786,0.09592239,0,0
0.007537009,0.012050321,0.23755896,0,0
1.26E-05,4.98E-05,0.022941243,0,0
2.07E-06,8.07E-05,0.34471616,0,0
0.000223794,0.93733305,0.000925504,0,0
7.31E-09,0.001157619,0.34066486,0,0
3.76E-05,0.9331245,1.11E-06,0,0
6.24E-05,0.42774993,0.18013445,0,0
5.45E-06,9.23E-07,0.09264534,0,0
0.002546428,0.41626176,4.60E-06,0,0
0.40256673,0.03273486,4.96E-06,0,0
0.000208096,0.017210018,0.24513666,0,0
0.96706635,0.019947093,0.48668918,1,0
0.026849303,0.000536175,0.07088283,0,0
1.40E-05,3.90E-05,0.80008423,0,0
9.05E-06,0.599992,3.46E-07,0,0
2.66E-06,0.00018065,0.00136714,0,0
0.000608074,0.4874543,7.57E-07,0,0
4.88E-05,0.015714813,0.058616113,0,0
0.00016351,0.72834694,0.000384317,0,0
0.020814221,0.062100876,0.2468669,0,0
1.09E-05,0.9389547,3.93E-08,0,0
0.000306869,0.000900276,0.0066006,0,0
0.000352892,0.14912628,0.008829848,0,0
0.9455298,0.002293705,0.009959214,0,0
0.43256426,0.13495699,0.13346173,0,0
3.68E-07,0.85752183,1.25E-06,0,0
0.07356526,0.03807247,0.004373796,0,0
0.000274148,0.001077233,0.57676107,0,0
0.4842701,0.08995981,0.000176266,0,0
0.024107723,1.89E-05,0.1808399,0,0
0.9713785,0.043387238,0.24378532,1,0
0.08443622,0.014908149,0.77397066,0,0
0.14961515,0.09246106,0.27674955,0,0
0.35523397,0.34806412,0.155016,0,0
0.008475288,0.15399577,0.038799953,0,0
0.07016913,0.005187092,0.42782742,0,0
0.002977997,0.6252462,4.37E-05,0,0
7.70E-05,0.000143667,0.10584768,0,0
0.000774778,0.008782192,0.37334505,0,0
2.12E-07,0.000828885,0.045395438,0,0
0.015288915,0.022065733,1.96E-05,0,0
0.001819164,0.04487486,4.54E-05,0,0
4.47E-07,1.06E-06,0.9547211,0,1
0.001043157,0.006118503,0.48227665,0,0
2.39E-05,0.000552195,0.6627207,0,0
6.62E-05,0.006239645,0.022815693,0,0
0.007025604,0.000298217,0.005135125,0,0
5.77E-08,0.001770412,0.21982582,0,0
9.80E-06,0.7938682,0.000301679,0,0
0.000521496,0.001125104,0.40940344,0,0
0.005878775,0.001353761,0.7850754,0,0
0.000147864,0.26478037,0.000112122,0,0
3.35E-05,0.000117204,0.51474786,0,0
2.53E-05,0.013263319,0.008570777,0,0
0.003401161,0.06340425,0.14020091,0,0
3.50E-05,0.015784828,0.78000534,0,0
0.001889773,0.001705444,0.08551435,0,0
0.15727021,0.8660301,4.53E-07,0,0
5.31E-06,0.680605,3.02E-07,0,0
2.97E-06,0.000164457,0.3317161,0,0
3.04E-06,0.675693,3.65E-07,0,0
0.004064137,7.56E-05,0.009197035,0,0
3.58E-07,0.945621,8.00E-08,0,0
0.000231419,0.18993296,2.89E-08,0,0
4.35E-08,0.024591342,0.048983864,0,0
9.97E-07,0.00112685,0.09202426,0,0
0.9796708,0.011073748,0.011003993,1,0
0.003013776,0.07016385,0.7122289,0,0
0.013002242,0.3531713,0.000973708,0,0
0.011497192,0.008593075,0.5092287,0,0
0.000130428,0.000132748,0.7409795,0,0
0.32977843,6.90E-06,0.6484107,0,0
5.03E-08,6.35E-05,0.52746737,0,0
2.42E-05,0.000202357,0.2817643,0,0
3.68E-08,0.004470686,0.6048235,0,0
2.92E-09,0.001462537,0.3684341,0,0
0.011110339,0.02281021,0.005214006,0,0
0.000229381,0.06734297,0.013023959,0,0
0.008081459,0.052851662,0.000167366,0,0
0.000116971,0.8689796,1.23E-06,0,0
0.022994285,0.058354422,0.000926874,0,0
0.018989012,0.25598302,0.20411077,0,0
3.48E-09,0.37547982,1.82E-08,0,0
0.019917801,0.010195086,0.27880418,0,0
1.64E-10,7.32E-05,0.8339214,0,0
0.003443408,0.08559219,0.0510013,0,0
0.000161482,0.027325595,0.010922178,0,0
0.000990728,0.89212173,8.82E-07,0,0
2.68E-05,0.000146574,0.0481177,0,0
5.86E-05,0.051633183,0.000648668,0,0
0.005616161,0.004058098,0.014494382,0,0
1.34E-07,0.10457536,8.36E-06,0,0
4.56E-09,0.045853097,5.98E-08,0,0
0.03242805,0.002643187,0.9225159,0,0
2.11E-07,0.001574294,0.27293405,0,0
5.32E-08,0.000158219,0.1931112,0,0
0.000178869,7.17E-05,0.26971257,0,0
0.014938797,1.90E-06,0.6347058,0,0
0.28227827,0.13339485,0.004084352,0,0
0.04138177,0.000432078,0.15338005,0,0
0.007059134,0.094233386,0.19374901,0,0
0.5554003,0.07877877,0.3424521,0,0
0.518459,0.011873551,0.20459838,0,0
0.51299256,0.33507672,0.21149155,0,0
0.8216542,0.14734203,0.21502474,0,0
0.23063722,0.07194416,0.20073523,0,0
0.003795979,0.020062175,0.21564534,0,0
0.006863967,0.7116892,2.49E-05,0,0
0.000128471,0.018561685,0.42755568,0,0
0.013124119,0.018972918,0.48570776,0,0
1.63E-06,0.49357104,9.82E-06,0,0
3.13E-07,0.002681279,0.07489222,0,0
0.000274547,0.000211814,0.21668993,0,0
0.003688016,0.08177052,0.008822923,0,0
0.006957342,0.04112691,0.005819157,0,0
1.51E-07,0.004923938,0.032631226,0,0
0.000969497,1.34E-05,0.06812897,0,0
0.11150107,0.51246685,0.045735996,0,0
0.001364379,0.5042238,1.30E-06,0,0
5.70E-08,0.00255,0.13386855,0,0
0.001366615,0.005385886,0.007091559,0,0
0.002301423,0.024764769,0.007020898,0,0
0.003030836,0.09553224,3.00E-06,0,0
0.003850062,0.000635749,0.052463163,0,0
0.000123021,0.000291451,0.71477014,0,0
0.000301033,0.02084016,0.7357256,0,0
0.1879639,0.74241227,7.98E-05,0,0
0.008755451,0.07552645,0.056935877,0,0
2.23E-05,0.74465585,4.78E-07,0,0
0.11184868,0.07145849,0.010044021,0,0
0.003547302,0.09933532,2.63E-08,0,0
6.20E-07,0.00041528,0.32922336,0,0
0.011332283,0.49863723,0.002614025,0,0
4.29E-06,0.78252697,4.47E-06,0,0
1.48E-05,0.000790361,0.16104685,0,0
0.040950254,0.035615712,0.010326125,0,0
7.88E-06,6.49E-05,0.011304285,0,0
4.97E-05,0.782695,3.03E-06,0,0
0.018082755,0.16383173,0.025302976,0,0
7.51E-05,1.89E-08,0.16527382,0,0
0.001653832,0.81922823,0.010464369,0,0
1.86E-08,4.71E-10,0.99492526,0,1
0.001120544,0.014035429,0.4068385,0,0
0.002803937,0.11630045,1.31E-06,0,0
0.000100469,0.91636914,4.79E-07,0,0
9.86E-10,0.003286613,0.021122245,0,0
7.63E-07,0.001497343,0.12386073,0,0
0.20680569,0.003474833,4.21E-06,0,0
0.017443491,0.010615182,0.14658652,0,0
0.02399343,0.000512019,0.025528189,0,0
1.14E-06,0.7699762,8.78E-06,0,0
6.47E-07,0.000138321,0.9585917,0,1
2.70E-05,0.9362591,9.07E-07,0,0
0.004475084,0.004922102,0.014690826,0,0
0.043013163,0.26001826,0.047486346,0,0
0.007715047,0.065452635,0.00082068,0,0
0.004922635,0.36020553,6.08E-05,0,0
0.19171672,0.10371172,0.000502652,0,0
6.41E-06,0.003547178,0.36791864,0,0
5.35E-05,0.036469042,0.051594667,0,0
0.22612959,0.52013797,0.03473127,0,0
0.007497125,0.012249973,0.40662253,0,0
1.81E-06,3.71E-05,0.24084142,0,0
4.67E-06,0.000494183,0.7128503,0,0
0.05855454,0.000790678,4.97E-05,0,0
0.001398177,5.50E-05,0.036877215,0,0
0.05200368,0.000453813,0.18535699,0,0
0.00045843,0.013328978,0.043465946,0,0
0.005136944,0.006986582,0.7306561,0,0
0.03380894,0.17666547,0.001220569,0,0
0.000998478,0.00017096,0.026381476,0,0
0.23968038,0.036630854,0.073494025,0,0
0.19738254,0.007433188,0.1553069,0,0
0.32846597,0.5765395,0.042069238,0,0
0.1136534,0.31282583,0.002398724,0,0
0.5353376,0.13321206,0.003038553,0,0
0.16591294,0.2809454,6.60E-05,0,0
0.06031244,0.10765466,1.79E-06,0,0
0.08707912,0.2591249,0.004030429,0,0
0.000243179,0.00092646,0.007714113,0,0
0.001711937,0.7785145,4.20E-05,0,0
0.051782355,0.018246602,0.008237255,0,0
0.10244473,0.002225381,0.000158276,0,0
0.010267439,0.002379501,0.007833955,0,0
4.17E-07,0.020071765,6.36E-05,0,0
0.023367403,0.2614782,0.000894943,0,0
0.06434842,0.057014864,0.014334437,0,0
0.002856644,0.0409969,0.001842075,0,0
0.004383075,0.011333897,1.18E-05,0,0
0.027000638,0.90155,7.01E-08,0,0
0.012807582,0.09152761,0.000871438,0,0
0.31482592,0.05377075,0.004517641,0,0
0.000118733,0.88964313,8.00E-06,0,0
0.000379807,9.80E-07,0.005718563,0,0
0.005186846,0.004920568,0.014308124,0,0
0.066686764,0.10981562,0.001355333,0,0
0.01577905,0.3343048,0.002828182,0,0
0.037943985,0.039424393,0.001562025,0,0
0.38904804,0.33195442,0.00124755,0,0
0.41866437,0.16155767,0.006841996,0,0
0.0410951,0.4319063,0.006962816,0,0
0.2138186,0.3317585,0.13146862,0,0
3.55E-06,0.63614404,3.87E-06,0,0
0.000358548,0.102212235,0.002086051,0,0
0.001434556,0.019558547,3.68E-05,0,0
0.000235571,0.09004561,9.64E-05,0,0
0.002685119,0.15285453,0.052786533,0,0
5.54E-05,0.018595697,0.000281911,0,0
1.29E-05,0.85853976,1.54E-05,0,0
0.01858722,0.0528435,0.000977851,0,0
0.11543928,0.1642652,0.001945801,0,0
0.022386717,0.000174825,0.001937064,0,0
0.05551719,0.013436918,0.010380288,0,0
0.4370895,0.33332443,0.15918906,0,0
2.92E-05,0.27258027,0.00023402,0,0
0.002318436,0.000804046,0.006690677,0,0
0.000106956,0.8017228,1.50E-06,0,0
0.001396026,0.18417507,0.00144197,0,0
0.15719132,0.008424334,0.005187008,0,0
2.37E-05,0.8091216,5.52E-06,0,0
0.001167098,0.022339502,0.004619262,0,0
0.99348855,0.003171311,0.001243809,1,0
0.15453473,0.33446386,0.002628832,0,0
0.67071116,0.044226054,0.60053957,0,0
0.007520081,0.57000726,0.009558604,0,0
1.86E-05,0.8828005,5.29E-07,0,0
0.005283701,0.11504232,6.19E-05,0,0
