42,DB00115,DB00262,0
77,DB00115,DB00351,0
112,DB00115,DB00417,0
119,DB00115,DB00426,0
149,DB00115,DB00499,0
153,DB00115,DB00518,0
157,DB00115,DB00524,0
178,DB00115,DB00567,0
240,DB00115,DB00724,0
247,DB00115,DB00740,0
262,DB00115,DB00776,0
271,DB00115,DB00799,0
291,DB00115,DB00850,0
292,DB00115,DB00851,0
406,DB00115,DB01128,0
425,DB00115,DB01181,0
442,DB00115,DB01206,0
449,DB00115,DB01221,0
516,DB00115,DB01620,0
533,DB00115,DB04835,0
537,DB00115,DB04876,0
599,DB00130,DB00262,0
634,DB00130,DB00351,0
669,DB00130,DB00417,0
676,DB00130,DB00426,0
708,DB00130,DB00499,0
712,DB00130,DB00518,0
716,DB00130,DB00524,0
737,DB00130,DB00567,0
800,DB00130,DB00724,0
807,DB00130,DB00740,0
823,DB00130,DB00776,0
832,DB00130,DB00799,0
853,DB00130,DB00850,0
856,DB00130,DB00853,0
894,DB00130,DB00969,0
914,DB00130,DB01006,0
989,DB00130,DB01181,0
1006,DB00130,DB01206,0
1013,DB00130,DB01221,0
1030,DB00130,DB01262,0
1082,DB00130,DB01620,0
1099,DB00130,DB04835,0
1103,DB00130,DB04876,0
1152,DB00136,DB00231,0
1177,DB00136,DB00297,0
1198,DB00136,DB00351,0
1269,DB00136,DB00499,0
1273,DB00136,DB00518,0
1305,DB00136,DB00593,0
1356,DB00136,DB00724,0
1363,DB00136,DB00740,0
1378,DB00136,DB00776,0
1408,DB00136,DB00850,0
1409,DB00136,DB00851,0
1433,DB00136,DB00928,0
1498,DB00136,DB01065,0
1500,DB00136,DB01068,0
1503,DB00136,DB01073,0
1505,DB00136,DB01079,0
1540,DB00136,DB01181,0
1553,DB00136,DB01198,0
1557,DB00136,DB01206,0
1564,DB00136,DB01221,0
1580,DB00136,DB01262,0
1633,DB00136,DB02546,0
1646,DB00136,DB04845,0
1648,DB00136,DB04876,0
1708,DB00153,DB00262,0
1719,DB00153,DB00294,0
