pMines1,p0,p1,i,j,deg,inh,degTRUE,degFALSE,,inhTRUE,inhFALSE,,Not Given,sum
1.16E-06,3.30E-10,0.99772745,DB02703,DB00590,2.64E-09,0.997726293,0,0,,0,0,,0,0
7.00E-08,1.16E-05,0.9977209,DB00909,DB00742,1.60E-10,0.99772083,0,0,,0,0,,0,0
8.18E-05,5.35E-05,0.997801,DB00820,DB00599,1.80E-07,0.99771938,0,0,,0,0,,0,0
1.07E-06,4.83E-07,0.99770373,DB00687,DB00512,2.46E-09,0.997702662,0,0,,0,0,,0,0
4.32E-06,2.89E-06,0.99769706,DB01106,DB00819,9.95E-09,0.99769275,0,0,,0,0,,0,0
2.35E-05,4.07E-07,0.9977155,DB00433,DB00381,5.37E-08,0.997692054,0,0,,0,0,,0,0
2.48E-06,3.81E-05,0.997693,DB01054,DB00708,5.72E-09,0.997690526,0,0,,0,0,,0,0
5.86E-06,1.30E-06,0.9976947,DB00889,DB00381,1.35E-08,0.997688854,0,0,,0,0,,0,0
1.11E-06,3.02E-06,0.9976888,DB01608,DB00819,2.57E-09,0.997687693,0,0,,0,0,,0,0
0.000105166,2.92E-06,0.9977823,DB06288,DB00808,2.33E-07,0.997677367,0,0,,0,0,,0,0
2.65E-05,5.91E-07,0.9977022,DB01184,DB00555,6.09E-08,0.997675761,0,0,,0,0,,0,0
6.87E-07,6.12E-08,0.9976739,DB00915,DB00180,1.60E-09,0.997673215,0,0,,0,0,,0,0
1.97E-06,6.89E-06,0.99767226,DB01018,DB00709,4.59E-09,0.997670295,0,0,,0,0,,0,0
5.41E-06,4.70E-05,0.9976674,DB01184,DB00523,1.26E-08,0.997662003,0,0,,0,0,,0,0
1.61E-08,1.04E-07,0.9976618,DB00973,DB00543,3.76E-11,0.997661784,0,0,,0,0,,0,0
1.49E-05,4.36E-06,0.99765813,DB00433,DB00305,3.49E-08,0.997643265,0,0,,0,0,,0,0
1.37E-05,5.01E-05,0.99765646,DB00862,DB00829,3.21E-08,0.997642792,0,0,,0,0,,0,0
0.000203163,1.57E-06,0.99784327,DB01367,DB00439,4.38E-07,0.997640545,0,0,,0,0,,0,0
2.43E-05,2.37E-05,0.99766016,DB01054,DB00497,5.69E-08,0.997635917,0,0,,0,0,,0,0
4.61E-07,2.52E-06,0.9976265,DB01589,DB00889,1.09E-09,0.99762604,0,0,,0,0,,0,0
2.74E-06,7.34E-07,0.99762636,DB01202,DB01184,6.50E-09,0.997623627,0,0,,0,0,,0,0
7.58E-07,3.01E-06,0.99760735,DB01608,DB01184,1.81E-09,0.997606594,0,0,,0,0,,0,0
2.47E-05,2.48E-06,0.99762625,DB00850,DB00524,5.86E-08,0.997601609,0,0,,0,0,,0,0
6.65E-06,5.29E-06,0.99760485,DB00862,DB00697,1.59E-08,0.997598216,0,0,,0,0,,0,0
2.92E-05,5.91E-07,0.9976261,DB06288,DB00742,6.93E-08,0.997596969,0,0,,0,0,,0,0
0.000687933,3.34E-06,0.9982836,DB01367,DB00687,1.18E-06,0.997596848,0,0,,0,0,,0,0
1.22E-05,9.52E-06,0.9976044,DB01267,DB00883,2.92E-08,0.997592229,0,0,,0,0,,0,0
3.05E-05,2.09E-05,0.9976223,DB01184,DB01005,7.25E-08,0.997591873,0,0,,0,0,,0,0
2.50E-06,5.74E-07,0.99759275,DB01367,DB01273,6.02E-09,0.997590256,0,0,,0,0,,0,0
0.000190024,9.37E-10,0.99777406,DB02665,DB00780,4.23E-07,0.997584459,0,0,,0,0,,0,0
0.00011152,5.82E-08,0.9976931,DB00623,DB00542,2.57E-07,0.997581837,0,0,,0,0,,0,0
0.001359981,1.61E-06,0.99893695,DB00656,DB00512,1.45E-06,0.997578415,0,0,,0,0,,0,0
1.07E-05,5.33E-07,0.99758697,DB01240,DB00529,2.58E-08,0.997576296,0,0,,0,0,,0,0
0.000219037,1.68E-06,0.99779415,DB00542,DB00180,4.83E-07,0.997575596,0,0,,0,0,,0,0
1.80E-05,8.38E-09,0.99758935,DB02703,DB00844,4.34E-08,0.997571393,0,0,,0,0,,0,0
5.04E-05,1.43E-06,0.9976199,DB01240,DB00427,1.20E-07,0.99756962,0,0,,0,0,,0,0
0.000115312,1.17E-07,0.99767905,DB01030,DB00780,2.68E-07,0.997564006,0,0,,0,0,,0,0
1.22E-05,3.74E-07,0.9975756,DB06288,DB00235,2.96E-08,0.99756343,0,0,,0,0,,0,0
5.10E-06,6.58E-06,0.99756455,DB00820,DB00454,1.24E-08,0.997559462,0,0,,0,0,,0,0
4.19E-07,5.40E-07,0.9975547,DB00816,DB00389,1.02E-09,0.997554282,0,0,,0,0,,0,0
2.18E-06,3.96E-07,0.99755174,DB01071,DB00802,5.34E-09,0.997549565,0,0,,0,0,,0,0
0.000197682,5.09E-05,0.9977463,DB01224,DB00882,4.46E-07,0.997549064,0,0,,0,0,,0,0
1.02E-05,4.57E-06,0.9975553,DB01244,DB01236,2.49E-08,0.997545125,0,0,,0,0,,0,0
1.94E-07,4.31E-05,0.9975441,DB05271,DB01182,4.76E-10,0.997543906,0,0,,0,0,,0,0
8.06E-09,9.85E-09,0.99754274,DB02703,DB00274,1.98E-11,0.997542732,0,0,,0,0,,0,0
2.02E-05,2.81E-05,0.99756145,DB01184,DB01173,4.93E-08,0.997541299,0,0,,0,0,,0,0
7.38E-07,1.76E-05,0.997542,DB00909,DB00820,1.81E-09,0.997541264,0,0,,0,0,,0,0
6.50E-05,4.48E-07,0.9976043,DB01069,DB00178,1.56E-07,0.997539456,0,0,,0,0,,0,0
5.28E-05,0.000255266,0.99758863,DB01267,DB01183,1.27E-07,0.997535957,0,0,,0,0,,0,0
5.37E-08,5.68E-08,0.99752647,DB01244,DB00450,1.33E-10,0.997526416,0,0,,0,0,,0,0
1.24E-07,3.11E-09,0.9975254,DB00623,DB00528,3.07E-10,0.997525276,0,0,,0,0,,0,0
5.19E-09,4.78E-09,0.9975198,DB01239,DB00621,1.29E-11,0.997519795,0,0,,0,0,,0,0
0.00013154,5.28E-05,0.9976503,DB01394,DB01267,3.09E-07,0.997519069,0,0,,0,0,,0,0
5.29E-08,1.72E-08,0.99751747,DB01273,DB00519,1.31E-10,0.997517417,0,0,,0,0,,0,0
1.73E-08,1.19E-06,0.9975127,DB00889,DB00401,4.30E-11,0.997512683,0,0,,0,0,,0,0
4.55E-05,2.35E-05,0.9975567,DB00708,DB00346,1.11E-07,0.997511311,0,0,,0,0,,0,0
0.000446692,2.85E-06,0.9979506,DB01002,DB00935,9.15E-07,0.997504823,0,0,,0,0,,0,0
5.28E-05,4.74E-06,0.9975539,DB01155,DB00973,1.29E-07,0.997501229,0,0,,0,0,,0,0
8.82E-05,0.000240782,0.9975884,DB01224,DB01183,2.13E-07,0.997500413,0,0,,0,0,,0,0
3.00E-07,4.50E-09,0.9974995,DB02703,DB00770,7.50E-10,0.997499201,0,0,,0,0,,0,0
1.48E-06,1.63E-07,0.9974987,DB01195,DB00542,3.70E-09,0.997497224,0,0,,0,0,,0,0
4.31E-05,3.89E-07,0.9975345,DB01367,DB00882,1.06E-07,0.997491506,0,0,,0,0,,0,0
2.10E-05,1.50E-06,0.9975115,DB00935,DB00413,5.23E-08,0.997490552,0,0,,0,0,,0,0
3.63E-06,1.45E-05,0.99749017,DB01184,DB00356,9.11E-09,0.997486549,0,0,,0,0,,0,0
9.50E-05,4.57E-05,0.9975805,DB00968,DB00889,2.30E-07,0.99748573,0,0,,0,0,,0,0
2.53E-07,5.85E-07,0.99748176,DB00697,DB00550,6.37E-10,0.997481508,0,0,,0,0,,0,0
1.56E-08,6.72E-07,0.99748,DB05266,DB00862,3.93E-11,0.997479984,0,0,,0,0,,0,0
4.44E-07,8.90E-09,0.9974769,DB01069,DB00275,1.12E-09,0.997476457,0,0,,0,0,,0,0
6.56E-06,3.10E-06,0.99748296,DB06288,DB00804,1.65E-08,0.997476417,0,0,,0,0,,0,0
2.29E-07,1.45E-06,0.99747306,DB00450,DB00163,5.79E-10,0.997472832,0,0,,0,0,,0,0
6.23E-12,5.56E-10,0.9974699,DB00543,DB00389,1.58E-14,0.9974699,0,0,,0,0,,0,0
2.49E-06,7.20E-06,0.9974722,DB05271,DB00524,6.29E-09,0.997469716,0,0,,0,0,,0,0
0.000415453,5.22E-05,0.99787915,DB01590,DB00261,8.81E-07,0.997464578,0,0,,0,0,,0,0
5.33E-06,4.17E-06,0.9974686,DB00816,DB00450,1.35E-08,0.997463283,0,0,,0,0,,0,0
2.05E-08,6.94E-06,0.99746025,DB01018,DB00529,5.21E-11,0.99746023,0,0,,0,0,,0,0
1.84E-06,2.68E-07,0.99746203,DB00804,DB00450,4.67E-09,0.997460195,0,0,,0,0,,0,0
1.59E-06,1.25E-09,0.99745864,DB02703,DB00436,4.04E-09,0.997457054,0,0,,0,0,,0,0
9.60E-06,1.17E-05,0.99746454,DB00819,DB00753,2.43E-08,0.997454964,0,0,,0,0,,0,0
7.42E-06,5.64E-08,0.9974611,DB01452,DB00935,1.88E-08,0.997453699,0,0,,0,0,,0,0
1.47E-07,1.94E-06,0.9974511,DB01019,DB00492,3.75E-10,0.997450953,0,0,,0,0,,0,0
1.21E-05,1.61E-05,0.9974578,DB01224,DB00973,3.08E-08,0.997445731,0,0,,0,0,,0,0
1.29E-07,2.14E-07,0.99744546,DB00819,DB00601,3.30E-10,0.997445331,0,0,,0,0,,0,0
1.79E-06,2.86E-06,0.9974458,DB01189,DB00968,4.57E-09,0.997444015,0,0,,0,0,,0,0
7.83E-06,2.39E-05,0.9974502,DB00708,DB00305,2.00E-08,0.99744239,0,0,,0,0,,0,0
3.21E-06,1.02E-05,0.9974401,DB00819,DB00425,8.22E-09,0.997436898,0,0,,0,0,,0,0
5.23E-05,1.89E-07,0.9974885,DB02703,DB01162,1.31E-07,0.997436331,0,0,,0,0,,0,0
1.27E-05,4.21E-07,0.99744874,DB01236,DB00542,3.24E-08,0.997436072,0,0,,0,0,,0,0
2.49E-07,4.49E-08,0.9974342,DB00547,DB00512,6.39E-10,0.997433952,0,0,,0,0,,0,0
1.60E-06,1.28E-06,0.9974349,DB06288,DB01366,4.10E-09,0.997433304,0,0,,0,0,,0,0
7.16E-07,4.89E-08,0.99742657,DB01100,DB00966,1.84E-09,0.997425856,0,0,,0,0,,0,0
5.78E-06,2.53E-07,0.99743134,DB00542,DB00450,1.48E-08,0.997425575,0,0,,0,0,,0,0
1.42E-05,1.51E-07,0.99742585,DB01069,DB00234,3.66E-08,0.997411687,0,0,,0,0,,0,0
2.25E-06,2.32E-06,0.99741286,DB01608,DB00697,5.82E-09,0.997410616,0,0,,0,0,,0,0
1.25E-09,4.69E-08,0.99740547,DB01364,DB00819,3.24E-12,0.997405469,0,0,,0,0,,0,0
3.62E-05,2.91E-07,0.9974413,DB00623,DB00180,9.26E-08,0.997405193,0,0,,0,0,,0,0
0.000429081,1.39E-06,0.9978308,DB01240,DB01184,9.31E-07,0.99740265,0,0,,0,0,,0,0
6.03E-07,3.13E-07,0.9974004,DB00966,DB00470,1.57E-09,0.997399799,0,0,,0,0,,0,0
0.000581149,2.87E-06,0.99797946,DB00524,DB00261,1.17E-06,0.997399485,0,0,,0,0,,0,0
3.75E-05,4.08E-05,0.99742645,DB01393,DB01182,9.65E-08,0.997389047,0,0,,0,0,,0,0
0.000106428,1.82E-05,0.99749434,DB01367,DB00708,2.67E-07,0.997388179,0,0,,0,0,,0,0
2.69E-08,2.35E-08,0.99738735,DB00915,DB00623,7.03E-11,0.997387323,0,0,,0,0,,0,0
3.68E-07,4.73E-07,0.9973871,DB00557,DB00381,9.62E-10,0.997386733,0,0,,0,0,,0,0
3.43E-07,3.28E-06,0.997387,DB00889,DB00804,8.96E-10,0.997386658,0,0,,0,0,,0,0
4.88E-05,1.04E-05,0.9974353,DB06288,DB00163,1.25E-07,0.997386625,0,0,,0,0,,0,0
6.44E-05,1.15E-06,0.997442,DB01239,DB01155,1.65E-07,0.997377765,0,0,,0,0,,0,0
2.91E-06,2.60E-07,0.99737203,DB00915,DB00178,7.65E-09,0.997369128,0,0,,0,0,,0,0
1.12E-07,2.10E-07,0.99736905,DB00934,DB00621,2.95E-10,0.997368938,0,0,,0,0,,0,0
0.001826997,1.21E-05,0.99919325,DB01238,DB00862,1.47E-06,0.997367727,0,0,,0,0,,0,0
9.86E-07,6.95E-06,0.9973677,DB01273,DB01100,2.60E-09,0.997366717,0,0,,0,0,,0,0
0.000262804,8.20E-05,0.99762446,DB01590,DB01018,6.24E-07,0.99736228,0,0,,0,0,,0,0
7.26E-08,5.60E-07,0.9973551,DB01184,DB00737,1.92E-10,0.997355028,0,0,,0,0,,0,0
0.000246111,4.35E-05,0.9975981,DB01184,DB01002,5.91E-07,0.99735258,0,0,,0,0,,0,0
1.73E-05,7.91E-05,0.99736303,DB01224,DB00550,4.56E-08,0.997345776,0,0,,0,0,,0,0
8.56E-05,8.52E-08,0.99742883,DB00935,DB00434,2.20E-07,0.99734345,0,0,,0,0,,0,0
2.01E-06,1.18E-06,0.99734336,DB00523,DB00450,5.34E-09,0.997341355,0,0,,0,0,,0,0
0.000491664,0.000130336,0.99782556,DB00862,DB00273,1.07E-06,0.997334965,0,0,,0,0,,0,0
3.05E-06,1.89E-06,0.9973345,DB00450,DB00305,8.13E-09,0.997331458,0,0,,0,0,,0,0
2.37E-07,1.03E-07,0.99732995,DB00966,DB00261,6.33E-10,0.997329714,0,0,,0,0,,0,0
2.28E-06,1.57E-08,0.99732757,DB01032,DB00550,6.09E-09,0.997325296,0,0,,0,0,,0,0
4.66E-05,0.000173423,0.9973603,DB01224,DB01047,1.23E-07,0.997313823,0,0,,0,0,,0,0
8.36E-05,1.63E-06,0.9973954,DB01590,DB00413,2.18E-07,0.997312018,0,0,,0,0,,0,0
5.22E-07,1.93E-05,0.9973123,DB00889,DB00747,1.40E-09,0.997311779,0,0,,0,0,,0,0
9.09E-09,1.15E-07,0.99730814,DB01364,DB01267,2.45E-11,0.997308131,0,0,,0,0,,0,0
2.02E-05,1.59E-07,0.9973224,DB01069,DB00180,5.41E-08,0.997302254,0,0,,0,0,,0,0
0.000291853,6.16E-06,0.9975914,DB00623,DB00218,7.03E-07,0.99730025,0,0,,0,0,,0,0
1.32E-06,9.17E-05,0.99730045,DB00820,DB00356,3.56E-09,0.997299134,0,0,,0,0,,0,0
0.000188215,0.00030183,0.9974849,DB01544,DB00524,4.73E-07,0.997297158,0,0,,0,0,,0,0
1.12E-05,2.67E-06,0.9973047,DB00709,DB00346,3.02E-08,0.99729353,0,0,,0,0,,0,0
1.24E-07,1.93E-06,0.99729013,DB00889,DB00850,3.36E-10,0.997290006,0,0,,0,0,,0,0
2.02E-06,3.20E-07,0.9972899,DB01054,DB00831,5.47E-09,0.997287885,0,0,,0,0,,0,0
6.40E-06,7.64E-07,0.9972894,DB04844,DB01240,1.73E-08,0.997283017,0,0,,0,0,,0,0
0.001514106,3.36E-06,0.99879456,DB00844,DB00394,1.83E-06,0.997282279,0,0,,0,0,,0,0
5.54E-05,2.81E-08,0.9973375,DB01032,DB00889,1.48E-07,0.997282248,0,0,,0,0,,0,0
1.55E-06,7.56E-08,0.9972783,DB00450,DB00394,4.22E-09,0.997276754,0,0,,0,0,,0,0
5.83E-05,5.02E-08,0.99732876,DB01032,DB00831,1.56E-07,0.997270616,0,0,,0,0,,0,0
0.000984782,7.40E-07,0.99824995,DB01195,DB01032,1.72E-06,0.997266891,0,0,,0,0,,0,0
5.26E-08,7.82E-08,0.9972644,DB05266,DB00623,1.44E-10,0.997264348,0,0,,0,0,,0,0
0.000212439,0.000107995,0.997474,DB00968,DB00523,5.37E-07,0.997262098,0,0,,0,0,,0,0
1.56E-06,1.01E-06,0.9972607,DB00819,DB00366,4.27E-09,0.997259144,0,0,,0,0,,0,0
3.52E-06,2.07E-07,0.9972621,DB01184,DB00454,9.64E-09,0.99725859,0,0,,0,0,,0,0
6.25E-07,5.47E-06,0.99725693,DB00889,DB00341,1.71E-09,0.997256307,0,0,,0,0,,0,0
1.45E-08,2.41E-07,0.9972519,DB05266,DB00450,3.98E-11,0.997251886,0,0,,0,0,,0,0
2.23E-07,2.31E-07,0.99725074,DB00591,DB00450,6.13E-10,0.997250518,0,0,,0,0,,0,0
1.58E-05,4.44E-06,0.99726593,DB01590,DB00241,4.32E-08,0.997250173,0,0,,0,0,,0,0
3.69E-06,2.25E-08,0.9972516,DB00915,DB00519,1.01E-08,0.99724792,0,0,,0,0,,0,0
2.37E-06,5.63E-08,0.99724907,DB01069,DB00591,6.52E-09,0.997246707,0,0,,0,0,,0,0
0.000145292,1.97E-08,0.9973788,DB02665,DB00915,3.81E-07,0.997233889,0,0,,0,0,,0,0
0.001212244,2.47E-06,0.9984426,DB04540,DB01238,1.89E-06,0.997232244,0,0,,0,0,,0,0
1.05E-07,1.05E-08,0.99723047,DB06781,DB02703,2.91E-10,0.997230365,0,0,,0,0,,0,0
1.21E-05,3.97E-08,0.9972397,DB01013,DB00178,3.34E-08,0.997227633,0,0,,0,0,,0,0
4.11E-07,2.13E-05,0.9972209,DB00529,DB00455,1.14E-09,0.99722049,0,0,,0,0,,0,0
0.000109521,1.13E-06,0.99732804,DB00802,DB00261,2.93E-07,0.997218812,0,0,,0,0,,0,0
0.000255298,2.50E-06,0.997471,DB00915,DB00248,6.46E-07,0.997216348,0,0,,0,0,,0,0
1.74E-06,2.09E-06,0.9972133,DB06701,DB01100,4.85E-09,0.997211565,0,0,,0,0,,0,0
1.13E-05,9.63E-08,0.9972138,DB01069,DB00305,3.15E-08,0.997202531,0,0,,0,0,,0,0
0.000150216,1.84E-06,0.99734527,DB00524,DB00433,3.99E-07,0.997195453,0,0,,0,0,,0,0
7.95E-06,6.01E-07,0.99720335,DB01452,DB00381,2.22E-08,0.997195422,0,0,,0,0,,0,0
6.48E-05,4.76E-07,0.99726,DB00889,DB00524,1.78E-07,0.997195378,0,0,,0,0,,0,0
8.16E-05,5.86E-08,0.997262,DB02665,DB01030,2.23E-07,0.997180623,0,0,,0,0,,0,0
1.30E-06,9.39E-06,0.9971654,DB05266,DB00433,3.68E-09,0.997164104,0,0,,0,0,,0,0
3.09E-07,8.77E-08,0.9971603,DB00889,DB00831,8.77E-10,0.997159992,0,0,,0,0,,0,0
3.99E-07,1.25E-06,0.99715173,DB01021,DB00450,1.14E-09,0.997151332,0,0,,0,0,,0,0
5.85E-07,1.07E-09,0.9971445,DB02703,DB00202,1.67E-09,0.997143917,0,0,,0,0,,0,0
5.73E-10,2.01E-08,0.997143,DB01085,DB00389,1.64E-12,0.997142999,0,0,,0,0,,0,0
0.000709504,0.00032345,0.9978491,DB01021,DB00470,1.53E-06,0.997141122,0,0,,0,0,,0,0
4.35E-05,1.45E-08,0.9971835,DB00915,DB00780,1.23E-07,0.997140123,0,0,,0,0,,0,0
4.65E-05,1.46E-05,0.9971825,DB01608,DB00599,1.31E-07,0.997136131,0,0,,0,0,,0,0
1.72E-05,1.25E-05,0.9971517,DB01267,DB00235,4.90E-08,0.997134549,0,0,,0,0,,0,0
1.18E-05,1.51E-07,0.99714404,DB00889,DB00519,3.37E-08,0.997132274,0,0,,0,0,,0,0
3.27E-06,1.09E-05,0.9971336,DB01054,DB00433,9.37E-09,0.997130339,0,0,,0,0,,0,0
0.000241832,6.54E-06,0.9973558,DB00968,DB00450,6.39E-07,0.997114607,0,0,,0,0,,0,0
2.03E-07,9.65E-09,0.9971136,DB00935,DB00543,5.86E-10,0.997113398,0,0,,0,0,,0,0
1.28E-08,5.79E-08,0.9971118,DB00935,DB00529,3.70E-11,0.997111787,0,0,,0,0,,0,0
0.000440655,3.53E-07,0.99754876,DB01367,DB00394,1.08E-06,0.997109185,0,0,,0,0,,0,0
7.23E-07,2.79E-06,0.9971085,DB00883,DB00470,2.09E-09,0.997107779,0,0,,0,0,,0,0
4.37E-08,2.98E-08,0.99710757,DB00915,DB00687,1.26E-10,0.997107526,0,0,,0,0,,0,0
7.99E-06,2.03E-05,0.99711406,DB01100,DB01021,2.31E-08,0.997106093,0,0,,0,0,,0,0
1.14E-05,4.98E-07,0.99711406,DB01590,DB00621,3.29E-08,0.997102693,0,0,,0,0,,0,0
8.66E-10,9.25E-08,0.99710244,DB01236,DB00601,2.51E-12,0.997102439,0,0,,0,0,,0,0
0.000486446,3.48E-05,0.9975781,DB01590,DB00862,1.18E-06,0.997092832,0,0,,0,0,,0,0
2.54E-07,1.66E-07,0.9970901,DB00555,DB00389,7.39E-10,0.997089847,0,0,,0,0,,0,0
0.001567646,3.61E-05,0.9986551,DB01590,DB00524,2.11E-06,0.997089562,0,0,,0,0,,0,0
2.05E-06,2.33E-06,0.99709046,DB00737,DB00524,5.96E-09,0.997088416,0,0,,0,0,,0,0
0.002215857,2.03E-06,0.9992956,DB01238,DB00529,1.56E-06,0.997081304,0,0,,0,0,,0,0
2.32E-05,1.04E-06,0.9970974,DB00687,DB00346,6.73E-08,0.997074267,0,0,,0,0,,0,0
4.31E-06,4.11E-06,0.99707806,DB01018,DB00621,1.26E-08,0.997073763,0,0,,0,0,,0,0
1.96E-06,1.73E-05,0.99707556,DB00889,DB00356,5.73E-09,0.997073606,0,0,,0,0,,0,0
8.58E-05,1.01E-06,0.99715555,DB01037,DB00621,2.44E-07,0.997069994,0,0,,0,0,,0,0
6.79E-06,2.31E-06,0.99707663,DB01608,DB01452,1.98E-08,0.99706986,0,0,,0,0,,0,0
2.27E-05,1.12E-07,0.9970824,DB02703,DB00654,6.62E-08,0.997059766,0,0,,0,0,,0,0
1.78E-06,4.63E-06,0.997059,DB01184,DB00882,5.23E-09,0.997057225,0,0,,0,0,,0,0
3.74E-08,6.70E-06,0.9970571,DB01018,DB00550,1.10E-10,0.997057063,0,0,,0,0,,0,0
8.06E-05,1.40E-06,0.9971342,DB01155,DB00381,2.31E-07,0.997053831,0,0,,0,0,,0,0
1.23E-05,5.57E-09,0.99706155,DB01032,DB00543,3.61E-08,0.997049286,0,0,,0,0,,0,0
2.72E-05,8.43E-05,0.9970692,DB00909,DB00178,7.97E-08,0.99704208,0,0,,0,0,,0,0
3.78E-06,2.96E-05,0.9970415,DB01544,DB00381,1.12E-08,0.997037731,0,0,,0,0,,0,0
8.92E-05,1.65E-06,0.9971264,DB00524,DB00292,2.56E-07,0.997037456,0,0,,0,0,,0,0
1.30E-07,1.27E-08,0.9970356,DB01013,DB00180,3.85E-10,0.99703547,0,0,,0,0,,0,0
0.002004947,8.79E-06,0.99903524,DB00844,DB00492,1.93E-06,0.997032227,0,0,,0,0,,0,0
3.82E-07,5.03E-07,0.99702483,DB00921,DB00512,1.14E-09,0.997024449,0,0,,0,0,,0,0
2.62E-05,6.33E-08,0.99705005,DB01069,DB00346,7.73E-08,0.997023927,0,0,,0,0,,0,0
5.40E-06,3.83E-06,0.9970284,DB01590,DB01364,1.60E-08,0.997023016,0,0,,0,0,,0,0
1.01E-06,2.01E-06,0.9970228,DB00862,DB00687,3.01E-09,0.997021793,0,0,,0,0,,0,0
2.20E-08,1.02E-07,0.9970175,DB02703,DB00879,6.56E-11,0.997017478,0,0,,0,0,,0,0
1.23E-06,7.18E-06,0.9970181,DB01195,DB00708,3.67E-09,0.997016874,0,0,,0,0,,0,0
1.30E-05,5.34E-08,0.9970271,DB01184,DB01081,3.86E-08,0.997014139,0,0,,0,0,,0,0
0.002708674,7.55E-07,0.99971765,DB00935,DB00391,7.65E-07,0.997009741,0,0,,0,0,,0,0
5.73E-05,2.19E-08,0.9970607,DB00935,DB00802,1.68E-07,0.997003568,0,0,,0,0,,0,0
5.00E-06,4.20E-05,0.9969926,DB01545,DB00819,1.50E-08,0.996987615,0,0,,0,0,,0,0
2.36E-06,3.39E-06,0.99698585,DB01608,DB01551,7.11E-09,0.996983497,0,0,,0,0,,0,0
5.53E-06,3.65E-06,0.9969879,DB00709,DB00261,1.67E-08,0.996982387,0,0,,0,0,,0,0
1.03E-08,6.82E-06,0.9969747,DB01019,DB00261,3.12E-11,0.99697469,0,0,,0,0,,0,0
1.36E-05,1.71E-06,0.9969779,DB00967,DB00966,4.11E-08,0.996964341,0,0,,0,0,,0,0
8.67E-05,8.38E-06,0.9970497,DB01071,DB00599,2.56E-07,0.996963256,0,0,,0,0,,0,0
3.17E-07,1.22E-05,0.9969572,DB01184,DB01019,9.65E-10,0.996956884,0,0,,0,0,,0,0
0.002754514,9.92E-06,0.99970895,DB01590,DB00679,8.02E-07,0.996955238,0,0,,0,0,,0,0
3.09E-05,3.20E-05,0.9969778,DB01267,DB00820,9.34E-08,0.996946993,0,0,,0,0,,0,0
5.77E-09,2.93E-07,0.9969441,DB01273,DB00180,1.76E-11,0.996944094,0,0,,0,0,,0,0
5.76E-07,6.68E-07,0.9969404,DB05266,DB00802,1.76E-09,0.996939826,0,0,,0,0,,0,0
2.06E-07,2.40E-06,0.9969298,DB04844,DB00968,6.32E-10,0.996929595,0,0,,0,0,,0,0
0.000773169,1.33E-05,0.9976967,DB01267,DB01240,1.78E-06,0.996925312,0,0,,0,0,,0,0
5.26E-05,4.41E-07,0.99697614,DB01244,DB01069,1.59E-07,0.996923699,0,0,,0,0,,0,0
2.80E-07,3.86E-06,0.9969087,DB00819,DB00550,8.66E-10,0.996908421,0,0,,0,0,,0,0
5.28E-06,3.63E-06,0.99689806,DB01608,DB00497,1.64E-08,0.996892796,0,0,,0,0,,0,0
0.001869975,7.93E-06,0.9987526,DB00844,DB00591,2.33E-06,0.996884958,0,0,,0,0,,0,0
8.67E-06,1.73E-06,0.9968905,DB01244,DB00470,2.70E-08,0.996881857,0,0,,0,0,,0,0
6.75E-06,2.37E-05,0.9968868,DB01595,DB00381,2.10E-08,0.996880071,0,0,,0,0,,0,0
9.42E-06,4.75E-05,0.99688137,DB01551,DB00820,2.94E-08,0.996871979,0,0,,0,0,,0,0
2.69E-11,3.34E-09,0.9968696,DB04844,DB00591,8.42E-14,0.9968696,0,0,,0,0,,0,0
5.30E-06,1.74E-05,0.9968707,DB00850,DB00261,1.66E-08,0.996865417,0,0,,0,0,,0,0
1.09E-08,2.97E-07,0.9968616,DB02703,DB00271,3.42E-11,0.996861589,0,0,,0,0,,0,0
1.68E-05,3.15E-08,0.99687433,DB00519,DB00450,5.25E-08,0.996857583,0,0,,0,0,,0,0
2.77E-06,6.34E-07,0.99685967,DB06701,DB01069,8.70E-09,0.996856909,0,0,,0,0,,0,0
3.49E-05,2.22E-07,0.9968811,DB06700,DB00915,1.09E-07,0.996846309,0,0,,0,0,,0,0
0.000684175,1.99E-05,0.9975285,DB00968,DB00921,1.69E-06,0.996846016,0,0,,0,0,,0,0
0.000172914,7.64E-09,0.99701357,DB01032,DB00935,5.16E-07,0.996841172,0,0,,0,0,,0,0
0.000334935,5.90E-07,0.9971693,DB00935,DB00599,9.48E-07,0.996835313,0,0,,0,0,,0,0
7.20E-05,4.41E-08,0.99690324,DB01195,DB00780,2.23E-07,0.996831463,0,0,,0,0,,0,0
2.89E-10,2.72E-07,0.99683064,DB01273,DB00889,9.16E-13,0.99683064,0,0,,0,0,,0,0
0.000427862,2.30E-07,0.99724436,DB00935,DB00780,1.18E-06,0.996817677,0,0,,0,0,,0,0
0.001773246,1.34E-06,0.99858725,DB01069,DB00968,2.51E-06,0.996816509,0,0,,0,0,,0,0
2.23E-05,1.61E-07,0.99683553,DB00915,DB00844,7.06E-08,0.996813301,0,0,,0,0,,0,0
1.68E-06,1.12E-06,0.9968149,DB00889,DB00371,5.35E-09,0.996813225,0,0,,0,0,,0,0
5.67E-06,1.08E-05,0.9968182,DB01551,DB01019,1.80E-08,0.996812548,0,0,,0,0,,0,0
4.97E-06,5.07E-08,0.9968167,DB00831,DB00394,1.58E-08,0.996811746,0,0,,0,0,,0,0
