pMines1,p0,p1,i,j,deg,enh
0.00026974082,2.682209e-07,0.999969,DB04844,DB01020,8.361965420000876e-09,0.9996992675419655
1.3679266e-05,2.041459e-05,0.99997795,DB05266,DB01020,3.0162781529994097e-10,0.9999642710356278
5.8591366e-05,3.4570694e-06,0.9988847,DB05271,DB01020,6.534695049980242e-08,0.9988261739809505
0.0022041202,2.7120113e-06,0.998487,DB06262,DB01020,3.3348338625999704e-06,0.9962862146338626
0.000106066465,2.0861626e-07,0.99997157,DB06288,DB01020,3.0154695999466274e-09,0.9998655065504697
1.603365e-05,2.9206276e-06,0.9995185,DB06694,DB01020,7.720202475000377e-09,0.9995024740702024
0.0008738041,1.5616417e-05,0.9999046,DB06701,DB01020,8.336091113997181e-08,0.9990308792609112
0.00052013993,3.2275915e-05,0.9994592,DB06710,DB01020,2.8129167414400416e-07,0.9989393413616742
3.066659e-05,4.053116e-06,0.9991108,DB06712,DB01020,2.7268731828001058e-08,0.9990801606787318
0.0003234744,0.00030955672,0.99823,DB06781,DB01020,5.725496880000159e-07,0.9979070981496879
2.0831823e-05,7.748604e-07,0.9902955,DB01100,DB01021,2.021624263035001e-07,0.9902748703394264
0.00047820807,1.1771917e-05,0.9933405,DB01202,DB01021,3.1846266421650192e-06,0.9928654765566421
0.0005068183,2.0861626e-07,0.9997213,DB01589,DB01021,1.4125026020998231e-07,0.9992146229502602
0.00034978986,8.6426735e-07,0.99687093,DB04844,DB01021,1.0945169572301847e-06,0.9965222346569572
0.0018391907,0.0004324317,0.99306595,DB01054,DB01022,1.2753040273335044e-05,0.9912395123402733
0.004647255,0.0003439784,0.995517,DB01202,DB01022,2.083364416500007e-05,0.9908905786441651
0.0012412369,0.00022614002,0.99414337,DB01244,DB01022,7.269465265647037e-06,0.9929094025652656
0.0015553534,6.9737434e-06,0.9996102,DB01589,DB01022,6.062767553199933e-07,0.9980554528767553
0.0038439333,4.824996e-05,0.9952896,DB04844,DB01022,1.8106463416320013e-05,0.9914637731634163
0.0001437068,0.0022010505,0.9903001,DB05266,DB01022,1.3939415893199977e-06,0.9901577871415893
0.0026309192,2.3752451e-05,0.99817294,DB06288,DB01022,4.8068472335519775e-06,0.9955468276472336
0.0025707185,0.00022545457,0.9995792,DB01047,DB01030,1.0817583447999973e-06,0.9970095632583448
0.0010285676,0.0014590323,0.9965694,DB01071,DB01030,3.528604008559949e-06,0.9955443610040086
0.0033217669,0.00029405951,0.9999193,DB01081,DB01030,2.6806658883014825e-07,0.9965978011665888
0.0027214289,0.0035904348,0.99596035,DB01143,DB01030,1.0993620255884864e-05,0.9932499147202559
0.0015772581,4.7683716e-05,0.9985626,DB01175,DB01030,2.2671507929400523e-06,0.996987609050793
0.0012918413,0.064525634,0.996809,DB01183,DB01030,4.122265588300071e-06,0.9955212809655882
0.0051318705,0.001362741,0.9990796,DB01184,DB01030,4.723373608200223e-06,0.9939524528736082
0.006958574,0.0014348626,0.99982893,DB01192,DB01030,1.1904032541803543e-06,0.9928715464032541
0.005243242,0.000103235245,0.99944663,DB01202,DB01030,2.901452825539987e-06,0.9942062894528255
0.004571587,0.00011667609,0.9991976,DB01236,DB01030,3.668241408799913e-06,0.9946296812414088
0.0036103427,0.00010496378,0.99949634,DB01410,DB01030,1.818385204282061e-06,0.9958878156852042
0.0024362803,0.001259774,0.9995384,DB01427,DB01030,1.1245869864798804e-06,0.9971032442869866
0.0016864538,0.00101614,0.9990534,DB01436,DB01030,1.596397167080033e-06,0.9973685425971671
0.006766528,0.00040134788,0.99986076,DB01452,DB01030,9.42171358719898e-07,0.9930951741713587
0.0047408342,4.374981e-05,0.99995756,DB01551,DB01030,2.0120100344789068e-07,0.9952169270010034
0.0038157701,9.655952e-06,0.99987257,DB01589,DB01030,4.862435838431506e-07,0.9960572861435838
0.0018327534,2.9295683e-05,0.99856,DB01608,DB01030,2.6391648959999943e-06,0.996729885764896
0.0018092096,2.2619963e-05,0.9989686,DB01623,DB01030,1.8660187814400282e-06,0.9971612564187815
0.0070174932,4.541874e-05,0.999797,DB01708,DB01030,1.4245511195996717e-06,0.9927809313511197
0.0051407814,0.0012944341,0.99920565,DB04339,DB01030,4.0835797050902816e-06,0.994068952179705
0.0034279525,8.702278e-06,0.9998955,DB04844,DB01030,3.5822103624983495e-07,0.9964679057210363
9.7721815e-05,0.00010049343,0.9998375,DB05266,DB01030,1.587979493749554e-08,0.999739794064795
0.0035791397,7.3313713e-06,0.99954116,DB06288,DB01030,1.6422524599478582e-06,0.9959636625524599
0.00032365322,2.5629997e-05,0.9987345,DB06694,DB01030,4.095831499100099e-07,0.9984112563631499
0.0070500076,8.8214874e-05,0.99953794,DB06701,DB01030,3.2575265116562954e-06,0.9924911899265116
0.0041831434,0.00015228987,0.9973477,DB06710,DB01030,1.1094951239820219e-05,0.9931756515512398
0.0006379187,2.6762486e-05,0.9974073,DB06712,DB01030,1.6539318134900023e-06,0.9967710352318135
0.0021202862,1.6272068e-05,0.9993292,DB02665,DB01037,1.4222879829599394e-06,0.9972103360879829
0.0034138858,0.0011634827,0.99583644,DB04339,DB01037,1.4213918361447846e-05,0.9924367681183615
0.0008817017,0.00010436773,0.9993526,DB05266,DB01037,5.708136805799688e-07,0.9984714691136806
0.003755033,0.0011754334,0.9939301,DB01081,DB01039,2.2792674806699856e-05,0.9901978596748067
0.0003758669,2.9802322e-06,0.9935823,DB01100,DB01039,2.4122010041299893e-06,0.9932088453010042
0.001844585,6.338954e-05,0.9950023,DB01244,DB01039,9.218682454499988e-06,0.9931669336824546
0.0002554357,0.00015601516,0.99820906,DB05266,DB01039,4.574700125580048e-07,0.9979540817700125
0.00025314093,2.464652e-05,0.998798,DB01054,DB01041,3.042753978600092e-07,0.9985451633453979
0.0008122623,9.6678734e-05,0.99843085,DB01182,DB01041,1.2745613880450155e-06,0.9976198622613881
0.0009795725,1.1712313e-05,0.9998566,DB01054,DB01047,1.404706965000154e-07,0.9988771679706965
0.0003620386,9.855628e-05,0.9994558,DB01071,DB01047,1.970214061199981e-07,0.9990939584214061
0.0005688369,6.189942e-05,0.99779654,DB01077,DB01047,1.253409355674026e-06,0.9972289565093556
0.00026643276,0.0001373589,0.9953854,DB01080,DB01047,1.2294806142960065e-06,0.9951201967206142
0.0014824271,8.034706e-05,0.9997188,DB01081,DB01047,4.168585005199725e-07,0.9982367897585005
4.6283007e-05,5.066395e-07,0.9998012,DB01100,DB01047,9.201061791602523e-09,0.9997549261940617
0.0021413565,0.00026860833,0.99870837,DB01143,DB01047,2.7658402960949743e-06,0.9965697793402961
0.00035524368,3.2782555e-06,0.9992956,DB01175,DB01047,2.5023364819201753e-07,0.9989406065536482
0.0020480454,3.1352043e-05,0.9998971,DB01182,DB01047,2.1074387166003457e-07,0.9978492653438716
0.0014647841,0.014204264,0.99908733,DB01183,DB01047,1.336864504546925e-06,0.9976238827645046
0.0020503104,8.520484e-05,0.9997087,DB01184,DB01047,5.972554195199885e-07,0.9976589868554195
0.005770117,5.0336123e-05,0.9999007,DB01192,DB01047,5.729726181001406e-07,0.9941311559726181
0.0023919642,4.118681e-05,0.99947804,DB01202,DB01047,1.248509633832104e-06,0.9970873243096338
0.002694428,0.001010567,0.9997523,DB01235,DB01047,6.674098155998972e-07,0.9970585394098157
0.00094404817,3.9041042e-06,0.9998698,DB01236,DB01047,1.2291507173397097e-07,0.9989258747450718
9.328127e-05,6.2584877e-07,0.9998212,DB01239,DB01047,1.6678691076003215e-08,0.9997279354086911
0.0004017055,5.811453e-06,0.9998797,DB01244,DB01047,4.832517164998478e-08,0.9994780428251717
0.0006877184,6.490946e-05,0.9954808,DB01261,DB01047,3.1079369932799624e-06,0.9947961895369933
0.003492713,2.413988e-06,0.99985224,DB01288,DB01047,5.160832728801827e-07,0.9963600430832729
0.0009319186,5.1259995e-06,0.99954486,DB01410,DB01047,4.2415343160401914e-07,0.9986133655534316
0.0012710094,0.00026249886,0.9992533,DB01427,DB01047,9.49062718979986e-07,0.997983239662719
0.0067954957,6.5505505e-05,0.99976504,DB01452,DB01047,1.5966696696720426e-06,0.9929711409696697
0.0013879538,4.2021275e-06,0.9999523,DB01551,DB01047,6.620539625997761e-08,0.9985644124053963
0.0007607341,2.0861626e-07,0.99998546,DB01589,DB01047,1.1061073814005573e-08,0.9992247369610738
0.0008212626,2.1606684e-05,0.9972687,DB01608,DB01047,2.2431145393799935e-06,0.9964496805145393
0.00087451935,1.5079975e-05,0.99859095,DB01623,DB01047,1.23224149011752e-06,0.99771766289149
0.0037473142,5.841255e-06,0.99987864,DB01708,DB01047,4.547740513118474e-07,0.9961317805740514
0.0051309466,3.3080578e-06,0.9999421,DB02665,DB01047,2.970818081402829e-07,0.9948114504818081
0.001235187,0.00026673079,0.9983262,DB04339,DB01047,2.0674560005999354e-06,0.9970930804560006
6.645918e-06,3.7312508e-05,0.9997766,DB04540,DB01047,1.4846980811998985e-09,0.999769955566698
0.0014438927,7.748604e-07,0.9998772,DB04844,DB01047,1.7731002355996892e-07,0.9984334846100236
2.8371811e-05,1.6629696e-05,0.9999421,DB05266,DB01047,1.642727856901564e-09,0.9999137298317278
0.0010623336,4.7683716e-07,0.9999268,DB06288,DB01047,7.77628195199952e-08,0.9988645441628196
8.445978e-05,1.5795231e-06,0.9989184,DB06694,DB01047,9.135169804800134e-08,0.998834031571698
0.001987934,1.1056662e-05,0.99957526,DB06701,DB01047,8.443550871600685e-07,0.9975881703550872
0.00017210841,3.0994415e-06,0.9985081,DB06712,DB01047,2.5676853687899835e-07,0.9983362483585368
0.00020691752,0.00051385164,0.9964766,DB01062,DB01054,7.290531899679906e-07,0.99627041153319
0.0002785325,0.0011642873,0.99400014,DB01065,DB01054,1.6711560054499913e-06,0.9937232786560055
0.00034108758,6.997585e-05,0.9996601,DB01068,DB01054,1.1593566844198247e-07,0.9993191283556685
0.0059366226,1.1622906e-06,0.9999432,DB01069,DB01054,3.3720016367980994e-07,0.9940069146001637
0.00055485964,6.0796738e-06,0.99996257,DB01071,DB01054,2.0768396325202754e-08,0.9994077311283963
0.0011567175,3.0010939e-05,0.9995743,DB01077,DB01054,4.924146397499691e-07,0.9984180749146397
0.00056153536,9.924173e-06,0.99988556,DB01080,DB01054,6.426210659842749e-08,0.9993240889021066
0.0037938952,1.8954277e-05,0.99998605,DB01081,DB01054,5.292483804015296e-08,0.9961922077248381
0.00015825033,0.00096973777,0.9962218,DB01085,DB01054,5.979013968059927e-07,0.9960641475713968
7.647276e-05,8.940697e-08,0.99998605,DB01100,DB01054,1.0667950020030831e-09,0.9999095783067949
5.7518482e-05,1.0997057e-05,0.99866927,DB01106,DB01054,7.654156955185693e-08,0.9986118280595696
0.00026625395,1.3113022e-06,0.99978137,DB01114,DB01054,5.821110108849931e-08,0.999515174261101
0.0025603473,1.3232231e-05,0.9996499,DB01155,DB01054,8.963775897300507e-07,0.9970904490775897
0.00036346912,1.1444092e-05,0.9988576,DB01173,DB01054,4.152271226879956e-07,0.9984945461071227
0.00078317523,3.874302e-07,0.9999443,DB01175,DB01054,4.3622860310993634e-08,0.9991611683928603
5.3167343e-05,1.847744e-06,0.99985313,DB01176,DB01054,7.808687666411124e-09,0.9997999704656877
0.0012131333,7.122755e-06,0.9999925,DB01182,DB01054,9.098499750059606e-09,0.9987793757984997
0.00607571,0.020977706,0.9978556,DB01189,DB01054,1.302875252400028e-05,0.991792918752524
0.003934741,5.275011e-06,0.99998987,DB01192,DB01054,3.9858926330206956e-08,0.9960551688589263
0.0014569461,5.5015087e-05,0.9995656,DB01194,DB01054,6.328973858399212e-07,0.9981092867973859
0.0007415116,5.581975e-05,0.99873203,DB01195,DB01054,9.402144634520053e-07,0.9979914586144635
9.006262e-05,5.00679e-06,0.9996625,DB01196,DB01054,3.039613424999915e-08,0.9995724677761343
5.1617622e-05,7.760525e-05,0.99946827,DB01198,DB01054,2.744663814605755e-08,0.9994166798246382
0.009124935,0.00015208125,0.99976695,DB01210,DB01054,2.126566101749607e-06,0.9906441415661018
0.0003811717,0.00043344498,0.997043,DB01215,DB01054,1.1271247168999952e-06,0.996662955424717
3.2037497e-05,1.1354685e-05,0.99983835,DB01219,DB01054,5.178861390050422e-09,0.9998063176818613
0.0003412962,0.0002978444,0.9977361,DB01221,DB01054,7.72660467179995e-07,0.9973955764604672
0.0012077689,0.00027483702,0.99927574,DB01233,DB01054,8.747387035140387e-07,0.9980688458387035
0.0026546717,0.00032624602,0.9999204,DB01235,DB01054,2.1131186731988715e-07,0.9972659396118674
0.0012712479,1.3709068e-06,0.99998224,DB01236,DB01054,2.257736270397177e-08,0.9987110146773628
0.0001731813,8.940697e-08,0.9999849,DB01239,DB01054,2.6150376300079026e-09,0.9998117213150376
0.003328532,6.1690807e-06,0.9979612,DB01291,DB01054,6.786211041600024e-06,0.9946394542110415
0.0016792417,1.2814999e-06,0.9999532,DB01410,DB01054,7.858851156002267e-08,0.9982740368885116
0.0017983913,2.926588e-05,0.99991274,DB01427,DB01054,1.5692762483806012e-07,0.9981145056276247
0.00087985396,2.5182962e-05,0.99992657,DB01436,DB01054,6.460767628283603e-08,0.9990467806476763
0.0003990531,0.0002565384,0.99874735,DB01438,DB01054,4.998738657149866e-07,0.9983487967738658
0.00011137128,3.5464764e-06,0.9998189,DB01440,DB01054,2.0169338808005023e-08,0.9997075488893387
0.005785644,6.4969063e-06,0.99997663,DB01452,DB01054,1.3521050027980925e-07,0.9941911212105002
0.00040391088,1.758337e-06,0.9991418,DB01544,DB01054,3.466363172160126e-07,0.9987382357563171
0.005182624,7.3313713e-06,0.99886465,DB01545,DB01054,5.884092158399893e-06,0.9936879100921584
0.0017626584,1.1920929e-06,0.9999965,DB01551,DB01054,6.169304400079555e-09,0.9982338477693043
0.00064754486,5.066395e-07,0.9996431,DB01558,DB01054,2.311087605339957e-07,0.9989957862487606
0.00043660402,2.026558e-06,0.99946463,DB01588,DB01054,2.3374469418741529e-07,0.9990282597246941
0.0017588735,0.0,0.9999993,DB01589,DB01054,1.2312114499377673e-09,0.9982404277312115
0.0005746484,2.0861626e-07,0.99988836,DB01595,DB01054,6.415374737598186e-08,0.9993137757537475
0.0020347536,3.5762787e-07,0.99995744,DB01608,DB01054,8.659911321605046e-08,0.9979227729991131
0.0011804998,1.937151e-06,0.99980915,DB01623,DB01054,2.2529838682995828e-07,0.9986288754983869
0.008946836,7.778406e-06,0.99988854,DB01708,DB01054,9.972143405595719e-07,0.9909427012143406
0.0027658343,1.8000603e-05,0.99599814,DB02546,DB01054,1.1068481651798066e-05,0.9932433741816518
0.003171444,3.3438206e-05,0.99987185,DB04339,DB01054,4.064205485999795e-07,0.9967008124205485
7.2419643e-06,1.1026859e-05,0.99997747,DB04540,DB01054,1.6316145567874709e-10,0.9999702281988615
0.0017995834,5.9604645e-08,0.9999913,DB04844,DB01054,1.5656375579950725e-08,0.9981917322563756
6.2674284e-05,1.6987324e-06,0.9999928,DB05266,DB01054,4.512548447990596e-10,0.9999301261672549
0.00031629205,5.364418e-07,0.99987704,DB05271,DB01054,3.889127046800167e-08,0.9995607868412704
0.0008098781,0.0,0.9999937,DB06288,DB01054,5.102232030011847e-09,0.9991838270022321
0.0034928024,1.1622906e-06,0.99996287,DB06701,DB01054,1.2968775311218106e-07,0.996470197287753
0.0032208562,3.4570694e-06,0.99977326,DB06710,DB01054,7.302969347880098e-07,0.9965531340969348
0.0033837855,2.6404858e-05,0.9994797,DB06781,DB01054,1.7605835956500984e-06,0.9960976750835957
0.0014775991,0.0002425611,0.99639803,DB01589,DB01059,5.322267630226932e-06,0.9949257531676303
0.0005045533,1.847744e-06,0.9995648,DB01589,DB01062,2.1958159615998433e-07,0.9990604662815962
0.00021517277,7.1525574e-06,0.9957554,DB04844,DB01062,9.133223395420092e-07,0.9955411405523394
0.0008263588,0.00034752488,0.99428725,DB01182,DB01065,4.720781234700036e-06,0.9934656119812346
0.00010767579,0.00032049417,0.9971628,DB01182,DB01068,3.054977513879983e-07,0.9970554297077514
0.00015518069,0.00023508072,0.99791366,DB01244,DB01068,3.2375968077459446e-07,0.9977588030696808
0.0005865991,0.0022728443,0.9989368,DB01427,DB01068,6.236721631200246e-07,0.9983508245721631
0.0018897355,2.5182962e-05,0.99865943,DB01590,DB01068,2.5333227192349723e-06,0.9967722278227192
0.00094744563,0.00012177229,0.99785924,DB01071,DB01069,2.0282537068787655e-06,0.9969138226237069
0.003243953,3.1381845e-05,0.998973,DB01244,DB01069,3.3315397310000004e-06,0.995732378539731
0.0052942634,2.989173e-05,0.99587965,DB01410,DB01069,2.181421820018997e-05,0.9906072008182002
0.0033396482,0.0002940297,0.9966432,DB01427,DB01069,1.1210531077760163e-05,0.9933147623310777
0.00021442771,4.413724e-05,0.9982598,DB05266,DB01069,3.731471009419935e-07,0.998045745437101
0.00061017275,1.1742115e-05,0.990772,DB06694,DB01069,5.630674137000008e-06,0.990167457924137
0.000102579594,0.000356704,0.99106276,DB01080,DB01071,9.167784506805557e-07,0.9909610971844508
0.00025978684,0.00056666136,0.9992281,DB01081,DB01071,2.0052946179601233e-07,0.9989685136894617
6.470084e-05,0.0001116395,0.99203515,DB01114,DB01071,5.153324854740015e-07,0.9919709644924855
0.00017908216,0.001462251,0.9937767,DB01143,DB01071,1.1144820063280076e-06,0.9935987323220064
0.0001847446,4.8190355e-05,0.99777174,DB01175,DB01071,4.1165900239599664e-07,0.9975874070590025
7.778406e-06,0.00019827485,0.99193907,DB01176,DB01071,6.270118627757974e-08,0.9919313542951863
9.262562e-05,0.00022482872,0.999329,DB01182,DB01071,6.215179101999789e-08,0.9992364365317911
0.0003926456,0.02694419,0.99764776,DB01183,DB01071,9.235966861440021e-07,0.9972560379966862
0.0010967553,4.7773123e-05,0.9995693,DB01184,DB01071,4.7237250771000666e-07,0.9984730170725077
0.00024852157,0.00045746565,0.9991107,DB01192,DB01071,2.2101023220099545e-07,0.9988623994402323
0.0022992194,0.0004017353,0.99606144,DB01193,DB01071,9.05561356006408e-06,0.99377127621356
2.5898218e-05,0.0006314814,0.99568784,DB01198,DB01071,1.1167725973088025e-07,0.9956620534592597
0.0005655885,1.3589859e-05,0.99968827,DB01202,DB01071,1.763109031049743e-07,0.9991228578109032
7.748604e-07,7.739663e-05,0.9924679,DB01219,DB01071,5.8363260188400325e-09,0.992467130975926
0.0009340942,0.0013554394,0.9994925,DB01235,DB01071,4.7405280649999444e-07,0.9985588798528064
0.00044080615,0.00015747547,0.9986869,DB01236,DB01071,5.788225555649807e-07,0.9982466726725556
0.0006377697,9.429455e-05,0.9990245,DB01244,DB01071,6.221443423500114e-07,0.9983873524443424
0.00055512786,0.00020304322,0.993622,DB01275,DB01071,3.5406054910799973e-06,0.9930704127454911
0.0016500354,1.257658e-05,0.99855006,DB01288,DB01071,2.3924523278759718e-06,0.996902417052328
0.00033298135,0.00021451712,0.9958589,DB01410,DB01071,1.378909068485003e-06,0.9955272975590684
0.0005244911,0.0019256473,0.9988349,DB01427,DB01071,6.110845806100158e-07,0.9983110199845806
6.619096e-05,0.0010421574,0.9926274,DB01436,DB01071,4.879994716959968e-07,0.9925616970394717
0.0003890097,0.00033897161,0.9981079,DB01452,DB01071,7.360452533699814e-07,0.9977196263452535
0.00023171306,6.4879656e-05,0.99975955,DB01551,DB01071,5.571540527698787e-08,0.9995278926554053
7.83205e-05,3.5971403e-05,0.9910122,DB01588,DB01071,7.039289898999993e-07,0.9909345834289899
0.0002398789,8.34465e-07,0.9999896,DB01589,DB01071,2.494740559991842e-09,0.9997497235947406
0.0012193322,1.7255545e-05,0.99937713,DB01590,DB01071,7.594854474140647e-07,0.9981585572854473
1.9490719e-05,8.702278e-06,0.994858,DB01595,DB01071,1.0022127709799961e-07,0.9948386095022771
0.0015140176,5.1677227e-05,0.9995612,DB01708,DB01071,6.643509228799417e-07,0.9980478467509228
1.9311905e-05,0.0015942156,0.99740124,DB04540,DB01071,5.018700623780064e-08,0.9973819782820061
0.00023767352,3.427267e-06,0.9997567,DB04844,DB01071,5.782596741598724e-08,0.9995190843059675
2.1904707e-05,0.0002026856,0.99964,DB05266,DB01071,7.88569452000059e-09,0.9996181031786945
6.0528517e-05,1.3917685e-05,0.9966658,DB05271,DB01071,2.018141813813972e-07,0.9966054732971814
2.9236078e-05,4.8428774e-05,0.99358714,DB06694,DB01071,1.8748687516307898e-07,0.9935580914088752
0.0027480125,0.00013116002,0.9994129,DB06701,DB01071,1.613358138749867e-06,0.9966665008581388
0.0035957098,0.0005955398,0.99901545,DB01081,DB01077,3.540156083589903e-06,0.9954232803560836
5.814433e-05,5.6922436e-06,0.9974147,DB01100,DB01077,1.5032053634900073e-07,0.9973567059905364
0.0008223951,0.000101298094,0.99697554,DB01175,DB01077,2.4873010841460056e-06,0.996155632201084
0.0014665127,0.00038552284,0.9993365,DB01182,DB01077,9.730311764500572e-07,0.9978709603311764
0.0013543069,0.00058338046,0.9973223,DB01202,DB01077,3.6264275861300073e-06,0.9959716195275861
0.0010850132,0.00016126037,0.997484,DB01236,DB01077,2.7298932111999594e-06,0.9964017166932112
0.000413388,1.9729137e-05,0.99741817,DB01239,DB01077,1.067297540040003e-06,0.99700584929754
0.0011818707,0.0003091693,0.9982959,DB01244,DB01077,2.0140258598699837e-06,0.9971160433258599
0.0019159317,0.0014626682,0.9982831,DB01427,DB01077,3.2894631357300406e-06,0.9963704577631357
0.0031431913,0.00012734532,0.999035,DB01551,DB01077,3.03317960449998e-06,0.9958948418796045
0.00048309565,4.4703484e-06,0.9995701,DB01589,DB01077,2.0768281993499184e-07,0.9990872120328199
0.0004710257,2.9087067e-05,0.9964131,DB01623,DB01077,1.6895220833299757e-06,0.9959437638220834
0.005610198,8.6307526e-05,0.9964472,DB01708,DB01077,1.9931911454400126e-05,0.9908569339114545
0.005933255,1.5735626e-05,0.9996983,DB04844,DB01077,1.7900630334997648e-06,0.9937668350630335
2.0951033e-05,0.00033542514,0.9979785,DB05266,DB01077,4.2352513209500195e-08,0.9979575913195131
0.0028539002,7.897615e-06,0.99881256,DB06288,DB01077,3.388835253488113e-06,0.9959620486352535
0.000105917454,9.059906e-05,0.99084496,DB06694,DB01077,9.696785280681604e-07,0.990740012224528
0.00020042062,0.00010198355,0.99845695,DB01182,DB01080,3.0925903769099805e-07,0.9982568386390377
0.0013207197,2.7477741e-05,0.9995644,DB01184,DB01080,5.753055013199742e-07,0.9982442556055013
0.0003669262,5.1259995e-05,0.9994436,DB01244,DB01080,2.0415773768000458e-07,0.9990768779577377
0.00485754,9.763241e-05,0.9990678,DB01337,DB01080,4.528198788000241e-06,0.994214788198788
0.0009109974,0.000736624,0.9987973,DB01427,DB01080,1.095656572980001e-06,0.997887398256573
0.0017205179,1.30832195e-05,0.999223,DB01590,DB01080,1.3368424083000476e-06,0.9975038189424082
0.0027710795,4.541874e-05,0.99953145,DB01708,DB01080,1.2983892997250333e-06,0.9967616688892997
0.00020471215,3.2663345e-05,0.99563426,DB06694,DB01080,8.937200217410015e-07,0.9954304415700218
0.0024478436,0.0013273358,0.99945056,DB01143,DB01081,1.3449431875840297e-06,0.9970040613431875
0.0010043979,0.00014990568,0.99997044,DB01182,DB01081,2.9690001923983975e-08,0.998966071790002
0.0013180673,0.011249512,0.9996747,DB01183,DB01081,4.2876729268996415e-07,0.9983570614672928
0.0056968927,0.00014838576,0.9999136,DB01184,DB01081,4.922115292802393e-07,0.9942171995115293
0.0013516545,0.00021570921,0.99982816,DB01188,DB01081,2.3226830928004623e-07,0.9984767377683093
0.0008030534,0.0010398626,0.9993518,DB01194,DB01081,5.205392138799901e-07,0.9985492671392139
0.0015106201,0.0004605353,0.9983897,DB01195,DB01081,2.43255154702993e-06,0.9968815124515471
0.00016266108,0.000130862,0.9990306,DB01196,DB01081,1.576836509520015e-07,0.998868096603651
0.0014560223,0.001311183,0.9981704,DB01233,DB01081,2.663938400079981e-06,0.9967170416384001
0.0037758052,3.8266182e-05,0.99994755,DB01244,DB01081,1.9804098273993083e-07,0.9961719428409828
0.004231602,3.4868717e-06,0.9999447,DB01288,DB01081,2.3400759059991692e-07,0.9957133320075907
0.0026607215,9.703636e-05,0.9989185,DB01291,DB01081,2.8775703022498873e-06,0.9962606560703023
0.004478991,0.00086164474,0.99775994,DB01407,DB01081,1.0033208579459946e-05,0.9932909822085795
0.002960056,5.9127808e-05,0.99983764,DB01410,DB01081,4.80594692160083e-07,0.9968780645946921
0.004070133,0.00041612983,0.9999347,DB01427,DB01081,2.657796849001867e-07,0.9958648327796848
0.0009809434,0.0009512007,0.9997902,DB01436,DB01081,2.0580192532003702e-07,0.9988094624019253
0.0005978644,0.0021862388,0.99844646,DB01438,DB01081,9.288062599759786e-07,0.9978495244062601
0.00050258636,8.374453e-06,0.9996031,DB01608,DB01081,1.9947652628401677e-07,0.9991007131165263
0.00025340915,0.0005251169,0.9997832,DB04540,DB01081,5.4939103720004306e-08,0.9995298457891036
0.00012263656,4.7951937e-05,0.9999836,DB05266,DB01081,2.011239584003373e-09,0.9998609654512396
0.00034540892,2.4676323e-05,0.99951315,DB06694,DB01081,1.6816233270201337e-07,0.9991679092423327
0.007463455,7.414818e-05,0.99989045,DB06701,DB01081,8.176214952501031e-07,0.9924278126214953
0.0009229481,3.0517578e-05,0.99924517,DB06712,DB01081,6.966689143229853e-07,0.9983229185689143
0.00014391541,1.8715858e-05,0.99996597,DB01589,DB01085,4.897441402302621e-09,0.9998220594874414
2.387166e-05,2.8789043e-05,0.99487126,DB01143,DB01100,1.2243153750839916e-07,0.9948475107715375
1.6540289e-05,3.874302e-07,0.9999243,DB01244,DB01100,1.2520998773001964e-09,0.9999077609630999
0.0005748272,4.4703484e-07,0.999393,DB01288,DB01100,3.489201104000139e-07,0.9988185217201103
0.00088098645,2.5629997e-06,0.9997782,DB01337,DB01100,1.954027946100438e-07,0.9988974089527946
0.0049335957,8.940697e-08,0.99994135,DB01364,DB01100,2.8935538780524144e-07,0.9950080436553878
4.8726797e-05,1.6987324e-06,0.99914545,DB01410,DB01100,4.1639484376350465e-08,0.9990967648424844
0.000104278326,2.1398067e-05,0.998998,DB01427,DB01100,1.0448688265199452e-07,0.9988938261608827
3.0994415e-05,1.8715858e-05,0.9976301,DB01436,DB01100,7.34536641085011e-08,0.9975991790386641
3.322959e-05,3.8653612e-05,0.9916277,DB01438,DB01100,2.7820809635699996e-07,0.9915947486180964
5.751848e-06,1.1920929e-07,0.9994097,DB01608,DB01100,3.3953158744002508e-09,0.9994039515473159
0.00015196204,3.874302e-07,0.99986386,DB01708,DB01100,2.06881121255926e-08,0.9997119186481122
0.00024428964,2.9832125e-05,0.9992661,DB04339,DB01100,1.7928416679598878e-07,0.9990219896441669
9.536743e-07,6.2584877e-07,0.9999645,DB04540,DB01100,3.385543764996768e-11,0.9999635463595555
6.2286854e-06,1.0222197e-05,0.99981546,DB05266,DB01100,1.1494416037160673e-09,0.9998092324640416
0.00018915534,3.2782555e-07,0.99754965,DB06262,DB01100,4.6349678736900867e-07,0.9973609581567874
5.3942204e-06,3.5762787e-07,0.99809396,DB06694,DB01100,1.0281599851216288e-08,0.9980885760611998
0.00030201674,7.1525574e-07,0.99979186,DB06701,DB01100,6.286176426360703e-08,0.9994899061217642
0.0001232326,2.3543835e-06,0.9980628,DB06710,DB01100,2.3872619271999656e-07,0.9979398061261927
7.212162e-06,4.172325e-07,0.99596155,DB06712,DB01100,2.9125955628900193e-08,0.9959543669639557
6.6667795e-05,3.3438206e-05,0.9916018,DB06781,DB01100,5.598894759690014e-07,0.991535692094476
2.938509e-05,8.4251165e-05,0.99104774,DB01182,DB01106,2.630629658034013e-07,0.9910186179729659
0.00029188395,3.0994415e-05,0.9981525,DB01184,DB01106,5.392555976250006e-07,0.9978611553055976
