0,DB00115,DB00436,1
1,DB00115,DB00446,-1
2,DB00115,DB00601,-1
3,DB00115,DB00660,-1
4,DB00115,DB00775,-1
5,DB00115,DB00819,1
6,DB00115,DB00879,-1
7,DB00115,DB00887,1
8,DB00115,DB01394,-1
9,DB00115,DB01563,-1
10,DB00130,DB00581,-1
11,DB00136,DB00180,-1
12,DB00136,DB00324,-1
13,DB00136,DB00364,1
14,DB00136,DB00393,-1
15,DB00136,DB00394,-1
16,DB00136,DB00547,-1
17,DB00136,DB00591,-1
18,DB00136,DB00607,-1
19,DB00136,DB00648,-1
20,DB00136,DB00658,-1
21,DB00136,DB00687,-1
22,DB00136,DB00745,-1
23,DB00136,DB00977,1
24,DB00136,DB01013,-1
25,DB00136,DB01047,-1
26,DB00136,DB01100,1
27,DB00136,DB01238,-1
28,DB00136,DB01377,1
29,DB00136,DB01380,-1
30,DB00136,DB01410,-1
31,DB00136,DB01708,-1
32,DB00136,DB02703,1
33,DB00136,DB06781,-1
34,DB00153,DB00180,-1
35,DB00153,DB00607,-1
36,DB00153,DB00648,-1
37,DB00153,DB00745,-1
38,DB00153,DB02703,1
39,DB00158,DB00184,-1
40,DB00158,DB00210,-1
41,DB00158,DB00214,1
42,DB00158,DB00244,-1
43,DB00158,DB00310,1
44,DB00158,DB00436,1
45,DB00158,DB00461,-1
46,DB00158,DB00465,-1
47,DB00158,DB00533,-1
48,DB00158,DB00580,-1
49,DB00158,DB00605,-1
50,DB00158,DB00660,-1
51,DB00158,DB00681,-1
52,DB00158,DB00712,-1
53,DB00158,DB00744,-1
54,DB00158,DB00749,-1
55,DB00158,DB00775,-1
56,DB00158,DB00784,-1
57,DB00158,DB00795,-1
58,DB00158,DB00819,1
59,DB00158,DB00822,-1
60,DB00158,DB00861,-1
61,DB00158,DB00879,-1
62,DB00158,DB00880,1
63,DB00158,DB00909,1
64,DB00158,DB00991,-1
65,DB00158,DB01009,-1
66,DB00158,DB01014,-1
67,DB00158,DB01021,1
68,DB00158,DB01024,-1
69,DB00158,DB01032,-1
70,DB00158,DB01250,-1
71,DB00158,DB01399,-1
72,DB00158,DB01563,-1
73,DB00158,DB01600,-1
74,DB00158,DB01628,-1
75,DB00158,DB02703,-1
76,DB00158,DB04540,1
77,DB00158,DB04743,-1
78,DB00158,DB04817,-1
79,DB00158,DB06802,-1
80,DB00158,DB07615,-1
81,DB00162,DB00531,1
82,DB00162,DB01083,-1
83,DB00162,DB01396,-1
84,DB00163,DB00235,1
85,DB00163,DB00261,1
86,DB00163,DB00278,1
87,DB00163,DB00751,1
88,DB00163,DB00758,1
89,DB00163,DB00770,1
90,DB00163,DB00775,1
91,DB00163,DB00806,1
92,DB00163,DB01083,-1
93,DB00163,DB01166,1
94,DB00163,DB01236,1
95,DB00163,DB01240,1
96,DB00163,DB04165,1
97,DB00163,DB04743,1
98,DB00163,DB05266,1
99,DB00163,DB07615,1
100,DB00165,DB00599,1
101,DB00165,DB00660,-1
102,DB00165,DB00775,-1
103,DB00165,DB00879,-1
104,DB00165,DB01235,-1
105,DB00177,DB00178,1
106,DB00177,DB00184,-1
107,DB00177,DB00197,-1
108,DB00177,DB00210,1
109,DB00177,DB00214,1
110,DB00177,DB00216,-1
111,DB00177,DB00231,-1
112,DB00177,DB00244,1
113,DB00177,DB00275,1
114,DB00177,DB00277,-1
115,DB00177,DB00310,1
116,DB00177,DB00313,-1
117,DB00177,DB00327,-1
118,DB00177,DB00338,-1
119,DB00177,DB00346,1
120,DB00177,DB00350,1
121,DB00177,DB00363,-1
122,DB00177,DB00373,1
123,DB00177,DB00374,-1
124,DB00177,DB00381,1
125,DB00177,DB00384,1
126,DB00177,DB00393,1
127,DB00177,DB00401,1
128,DB00177,DB00402,-1
129,DB00177,DB00421,1
130,DB00177,DB00422,-1
131,DB00177,DB00425,-1
132,DB00177,DB00436,1
133,DB00177,DB00455,-1
134,DB00177,DB00461,1
135,DB00177,DB00465,1
136,DB00177,DB00470,1
137,DB00177,DB00471,-1
138,DB00177,DB00489,1
139,DB00177,DB00492,1
140,DB00177,DB00514,-1
141,DB00177,DB00519,1
142,DB00177,DB00521,1
143,DB00177,DB00524,1
144,DB00177,DB00528,1
145,DB00177,DB00531,-1
146,DB00177,DB00533,-1
147,DB00177,DB00542,1
148,DB00177,DB00549,-1
149,DB00177,DB00568,-1
150,DB00177,DB00575,1
151,DB00177,DB00580,-1
152,DB00177,DB00590,1
153,DB00177,DB00599,1
154,DB00177,DB00604,-1
155,DB00177,DB00605,1
156,DB00177,DB00612,1
157,DB00177,DB00624,-1
158,DB00177,DB00633,1
159,DB00177,DB00654,1
160,DB00177,DB00672,-1
161,DB00177,DB00695,1
162,DB00177,DB00697,1
163,DB00177,DB00700,1
164,DB00177,DB00712,-1
165,DB00177,DB00727,1
166,DB00177,DB00731,-1
167,DB00177,DB00742,1
168,DB00177,DB00744,-1
169,DB00177,DB00749,-1
170,DB00177,DB00755,-1
171,DB00177,DB00757,-1
172,DB00177,DB00758,-1
173,DB00177,DB00780,1
174,DB00177,DB00783,-1
175,DB00177,DB00784,-1
176,DB00177,DB00795,1
177,DB00177,DB00796,1
178,DB00177,DB00806,1
179,DB00177,DB00808,1
180,DB00177,DB00818,-1
181,DB00177,DB00819,1
182,DB00177,DB00820,1
183,DB00177,DB00829,-1
184,DB00177,DB00843,-1
185,DB00177,DB00850,-1
186,DB00177,DB00861,1
187,DB00177,DB00862,1
188,DB00177,DB00869,-1
189,DB00177,DB00880,1
190,DB00177,DB00883,1
191,DB00177,DB00887,1
192,DB00177,DB00921,-1
193,DB00177,DB00943,-1
194,DB00177,DB00960,1
195,DB00177,DB00966,1
196,DB00177,DB00968,1
197,DB00177,DB00969,-1
198,DB00177,DB00983,-1
199,DB00177,DB00988,-1
200,DB00177,DB00991,-1
201,DB00177,DB00999,1
202,DB00177,DB01009,-1
203,DB00177,DB01014,1
204,DB00177,DB01016,-1
205,DB00177,DB01018,1
206,DB00177,DB01020,1
207,DB00177,DB01021,1
208,DB00177,DB01024,1
209,DB00177,DB01029,1
210,DB00177,DB01036,-1
211,DB00177,DB01037,-1
212,DB00177,DB01041,-1
213,DB00177,DB01054,1
214,DB00177,DB01065,-1
215,DB00177,DB01067,-1
216,DB00177,DB01095,-1
217,DB00177,DB01120,-1
218,DB00177,DB01132,-1
219,DB00177,DB01143,1
220,DB00177,DB01156,-1
221,DB00177,DB01162,1
222,DB00177,DB01171,-1
223,DB00177,DB01177,-1
224,DB00177,DB01181,-1
225,DB00177,DB01193,1
226,DB00177,DB01198,-1
227,DB00177,DB01203,1
228,DB00177,DB01210,1
229,DB00177,DB01221,-1
230,DB00177,DB01224,1
231,DB00177,DB01235,1
232,DB00177,DB01238,1
233,DB00177,DB01240,-1
234,DB00177,DB01244,1
235,DB00177,DB01250,1
236,DB00177,DB01274,-1
237,DB00177,DB01275,1
238,DB00177,DB01367,1
239,DB00177,DB01399,1
240,DB00177,DB01544,-1
241,DB00177,DB01589,-1
242,DB00177,DB01600,1
243,DB00177,DB01628,-1
244,DB00177,DB02665,1
245,DB00177,DB03783,-1
246,DB00177,DB04743,1
247,DB00177,DB04817,1
248,DB00177,DB04861,1
249,DB00177,DB05109,-1
250,DB00177,DB06694,1
251,DB00177,DB06712,1
252,DB00177,DB06802,1
253,DB00177,DB07615,1
254,DB00178,DB00177,1
255,DB00178,DB00180,-1
256,DB00178,DB00210,1
257,DB00178,DB00214,1
258,DB00178,DB00230,1
259,DB00178,DB00244,-1
260,DB00178,DB00248,1
261,DB00178,DB00275,1
262,DB00178,DB00277,-1
263,DB00178,DB00310,1
264,DB00178,DB00313,-1
265,DB00178,DB00346,1
266,DB00178,DB00350,1
267,DB00178,DB00373,1
268,DB00178,DB00374,1
269,DB00178,DB00381,1
270,DB00178,DB00384,1
271,DB00178,DB00393,1
272,DB00178,DB00401,1
273,DB00178,DB00421,1
274,DB00178,DB00422,-1
275,DB00178,DB00436,1
276,DB00178,DB00437,1
277,DB00178,DB00450,-1
278,DB00178,DB00454,1
279,DB00178,DB00461,1
280,DB00178,DB00465,1
281,DB00178,DB00489,1
282,DB00178,DB00492,1
283,DB00178,DB00519,1
284,DB00178,DB00521,1
285,DB00178,DB00524,1
286,DB00178,DB00528,1
287,DB00178,DB00531,1
288,DB00178,DB00533,1
289,DB00178,DB00542,1
290,DB00178,DB00575,1
291,DB00178,DB00580,1
292,DB00178,DB00590,1
293,DB00178,DB00599,1
294,DB00178,DB00604,1
295,DB00178,DB00605,1
296,DB00178,DB00612,1
297,DB00178,DB00633,1
298,DB00178,DB00651,-1
299,DB00178,DB00654,1
300,DB00178,DB00695,1
301,DB00178,DB00697,1
302,DB00178,DB00700,1
303,DB00178,DB00712,1
304,DB00178,DB00727,1
305,DB00178,DB00742,1
306,DB00178,DB00744,1
307,DB00178,DB00749,1
308,DB00178,DB00780,1
309,DB00178,DB00784,1
310,DB00178,DB00795,1
311,DB00178,DB00796,1
312,DB00178,DB00806,1
313,DB00178,DB00808,1
314,DB00178,DB00819,1
315,DB00178,DB00820,1
316,DB00178,DB00861,-1
317,DB00178,DB00862,1
318,DB00178,DB00869,1
319,DB00178,DB00880,1
320,DB00178,DB00883,1
321,DB00178,DB00887,1
322,DB00178,DB00915,-1
323,DB00178,DB00960,1
324,DB00178,DB00966,1
325,DB00178,DB00968,1
326,DB00178,DB00991,1
327,DB00178,DB00993,1
328,DB00178,DB00999,1
329,DB00178,DB01009,1
330,DB00178,DB01014,1
331,DB00178,DB01018,1
332,DB00178,DB01020,1
333,DB00178,DB01021,1
334,DB00178,DB01024,1
335,DB00178,DB01029,1
336,DB00178,DB01037,1
337,DB00178,DB01048,-1
338,DB00178,DB01054,1
339,DB00178,DB01069,-1
340,DB00178,DB01100,1
341,DB00178,DB01143,1
342,DB00178,DB01162,1
343,DB00178,DB01171,1
344,DB00178,DB01193,1
345,DB00178,DB01203,1
346,DB00178,DB01210,1
347,DB00178,DB01223,-1
348,DB00178,DB01224,1
349,DB00178,DB01235,1
350,DB00178,DB01236,-1
351,DB00178,DB01238,1
352,DB00178,DB01240,1
353,DB00178,DB01244,1
354,DB00178,DB01250,1
355,DB00178,DB01261,1
356,DB00178,DB01267,-1
357,DB00178,DB01275,1
358,DB00178,DB01367,1
359,DB00178,DB01399,1
360,DB00178,DB01590,1
361,DB00178,DB01592,1
362,DB00178,DB01600,1
363,DB00178,DB01628,1
364,DB00178,DB02665,1
365,DB00178,DB02925,1
366,DB00178,DB04743,1
367,DB00178,DB04817,1
368,DB00178,DB04861,1
369,DB00178,DB04876,1
370,DB00178,DB06694,1
371,DB00178,DB06712,1
372,DB00178,DB06802,1
373,DB00178,DB07615,1
374,DB00180,DB00136,-1
375,DB00180,DB00153,-1
376,DB00180,DB00178,-1
377,DB00180,DB00210,1
378,DB00180,DB00214,1
379,DB00180,DB00218,1
380,DB00180,DB00244,1
381,DB00180,DB00255,1
382,DB00180,DB00310,1
383,DB00180,DB00358,1
384,DB00180,DB00375,-1
385,DB00180,DB00436,1
386,DB00180,DB00461,1
387,DB00180,DB00465,1
388,DB00180,DB00524,1
389,DB00180,DB00533,1
390,DB00180,DB00545,1
391,DB00180,DB00580,1
392,DB00180,DB00605,1
393,DB00180,DB00607,-1
394,DB00180,DB00621,1
395,DB00180,DB00624,1
396,DB00180,DB00648,-1
397,DB00180,DB00674,1
398,DB00180,DB00681,1
399,DB00180,DB00695,1
400,DB00180,DB00712,1
401,DB00180,DB00732,1
402,DB00180,DB00744,1
403,DB00180,DB00745,-1
404,DB00180,DB00749,1
405,DB00180,DB00783,1
406,DB00180,DB00784,1
407,DB00180,DB00795,1
408,DB00180,DB00808,1
409,DB00180,DB00843,1
410,DB00180,DB00861,1
411,DB00180,DB00880,1
412,DB00180,DB00887,1
413,DB00180,DB00977,1
414,DB00180,DB00989,1
415,DB00180,DB00991,1
416,DB00180,DB00999,1
417,DB00180,DB01009,1
418,DB00180,DB01014,1
419,DB00180,DB01021,1
420,DB00180,DB01024,1
421,DB00180,DB01043,1
422,DB00180,DB01044,1
423,DB00180,DB01059,1
424,DB00180,DB01155,1
425,DB00180,DB01165,1
426,DB00180,DB01250,1
427,DB00180,DB01377,-1
428,DB00180,DB01399,1
429,DB00180,DB01400,1
430,DB00180,DB01600,1
431,DB00180,DB01628,1
432,DB00180,DB02703,1
433,DB00180,DB02925,1
434,DB00180,DB04743,1
435,DB00180,DB04817,1
436,DB00180,DB06710,1
437,DB00180,DB06802,1
438,DB00180,DB07615,1
439,DB00181,DB00186,1
440,DB00181,DB00230,1
441,DB00181,DB00231,1
442,DB00181,DB00241,1
443,DB00181,DB00273,1
444,DB00181,DB00292,1
445,DB00181,DB00296,1
446,DB00181,DB00297,1
447,DB00181,DB00313,1
448,DB00181,DB00323,1
449,DB00181,DB00327,1
450,DB00181,DB00341,1
451,DB00181,DB00356,1
452,DB00181,DB00363,1
453,DB00181,DB00366,1
454,DB00181,DB00371,1
455,DB00181,DB00391,1
456,DB00181,DB00395,1
457,DB00181,DB00402,1
458,DB00181,DB00408,1
459,DB00181,DB00413,1
460,DB00181,DB00423,1
461,DB00181,DB00425,1
462,DB00181,DB00427,1
463,DB00181,DB00433,1
464,DB00181,DB00434,1
465,DB00181,DB00450,1
466,DB00181,DB00454,1
467,DB00181,DB00455,1
468,DB00181,DB00470,1
469,DB00181,DB00475,1
470,DB00181,DB00490,1
471,DB00181,DB00494,1
472,DB00181,DB00497,1
473,DB00181,DB00543,1
474,DB00181,DB00555,1
475,DB00181,DB00557,1
476,DB00181,DB00575,1
477,DB00181,DB00593,1
478,DB00181,DB00599,1
479,DB00181,DB00611,1
480,DB00181,DB00623,1
481,DB00181,DB00628,1
482,DB00181,DB00633,1
483,DB00181,DB00647,1
484,DB00181,DB00652,1
485,DB00181,DB00656,1
486,DB00181,DB00660,1
487,DB00181,DB00679,1
488,DB00181,DB00690,1
489,DB00181,DB00697,1
490,DB00181,DB00708,1
491,DB00181,DB00737,1
492,DB00181,DB00740,1
493,DB00181,DB00747,1
494,DB00181,DB00753,1
495,DB00181,DB00775,-1
496,DB00181,DB00802,1
497,DB00181,DB00813,1
498,DB00181,DB00818,1
499,DB00181,DB00829,1
500,DB00181,DB00831,1
501,DB00181,DB00842,1
502,DB00181,DB00844,1
503,DB00181,DB00850,1
504,DB00181,DB00879,-1
505,DB00181,DB00906,1
506,DB00181,DB00909,1
507,DB00181,DB00921,1
508,DB00181,DB00934,1
509,DB00181,DB00949,1
510,DB00181,DB00961,1
511,DB00181,DB00962,1
512,DB00181,DB00967,1
513,DB00181,DB00980,1
514,DB00181,DB00985,1
515,DB00181,DB00996,1
516,DB00181,DB01002,1
517,DB00181,DB01018,1
